cost,depth,tqc3TT,tqc3RT,tqc3Counts,tqc3Depth,tqc3Qubits,tqc2TT,tqc2RT,tqc2Counts,tqc2Depth,tqc2Qubits,tqc1TT,tqc1RT,tqc1Counts,tqc1Depth,tqc1Qubits,tqc0TT,tqc0RT,tqc0Counts,tqc0Depth,tqc0Qubits
16,4,0.03203845024108887,0.0628964900970459,"{'100000000000000000000000000': 907, '000000000000000000000000000': 117}",6,"{'25': 2, '25,22': 1, '25,24': 1, '25,26': 1}",0.019960641860961914,0.06288838386535645,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",5,"{'18': 2, '18,21': 1, '18,15': 1, '18,17': 1}",0.013962507247924805,0.06288743019104004,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",5,"{'8': 2, '8,11': 1, '8,5': 1, '8,9': 1}",0.019002676010131836,0.06190848350524902,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",29,"{'10': 5, '12,15': 4, '13,14': 4, '10,12': 3, '12,13': 3, '0,1': 2, '14,16': 2, '18,21': 2, '15,12': 2, '11,14': 2, '14,13': 2, '16,19': 2, '7,10': 2, '4,7': 2, '1,4': 2, '16,14': 1, '19,16': 1, '1,0': 1, '10,7': 1, '13,12': 1, '7,4': 1, '12,10': 1, '14,11': 1, '4,1': 1, '21,18': 1, '15,18': 1}"
16,5,0.030605316162109375,0.060151100158691406,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",5,"{'23': 3, '23,21': 1, '23,24': 1}",0.01795196533203125,0.062402963638305664,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",5,"{'23': 3, '23,24': 1, '23,21': 1}",0.01454615592956543,0.0663292407989502,"{'000000000000000000000000000': 1012, '100000000000000000000000000': 12}",5,"{'23': 3, '23,21': 1, '23,24': 1}",0.020452022552490234,0.061013221740722656,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",32,"{'8': 6, '11,14': 4, '16,19': 4, '0': 3, '8,11': 3, '14,16': 3, '1,2': 2, '2,3': 2, '3,5': 2, '19,20': 2, '5,8': 2, '14,11': 2, '19,22': 2, '0,1': 2, '19,16': 2, '20,19': 1, '22,19': 1, '16,14': 1, '8,5': 1, '5,3': 1, '3,2': 1, '2,1': 1, '1,0': 1, '11,8': 1}"
16,6,0.027981042861938477,0.06194353103637695,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",6,"{'6': 3, '6,7': 2, '7,6': 1}",0.016966819763183594,0.07151103019714355,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",6,"{'20': 3, '20,19': 2, '19,20': 1}",0.012037992477416992,0.06703758239746094,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",6,"{'0': 3, '0,1': 2, '1,0': 1}",0.009482145309448242,0.0713186264038086,"{'000000000000000000000000000': 1012, '100000000000000000000000000': 12}",8,"{'0': 5, '0,1': 2, '1,0': 1}"
16,7,0.03896617889404297,0.11898446083068848,"{'000000000000000000000000000': 1011, '100000000000000000000000000': 13}",5,"{'23': 3, '23,24': 1, '23,21': 1}",0.022938013076782227,0.06742048263549805,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",5,"{'3': 3, '3,5': 1, '3,2': 1}",0.017951488494873047,0.06638884544372559,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",6,"{'3': 4, '3,5': 1, '3,2': 1}",0.025930166244506836,0.06448888778686523,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",25,"{'4': 6, '4,7': 4, '0': 3, '1,4': 2, '0,1': 2, '7': 2, '10,12': 2, '12,15': 2, '4,1': 2, '15,18': 2, '17,18': 2, '7,4': 2, '1,2': 2, '18,15': 1, '1,0': 1, '15,12': 1, '2,1': 1, '12,10': 1, '7,10': 1, '18,17': 1}"
16,8,0.04694843292236328,0.05587124824523926,"{'100000000000000000000000000': 987, '000000000000000000000000000': 37}",8,"{'26': 6, '25': 5, '25,26': 1}",0.020958900451660156,0.06389069557189941,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",2,"{'6': 1, '6,7': 1}",0.016462326049804688,0.06795120239257812,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",2,"{'6': 1, '6,7': 1}",0.02593851089477539,0.05641818046569824,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",33,"{'0': 17, '7': 6, '1,4': 2, '4,7': 2, '17,18': 2, '0,1': 2, '15,18': 2, '12,15': 2, '10,12': 2, '1,0': 1, '4,1': 1, '7,4': 1, '18,15': 1, '15,12': 1, '12,10': 1, '7,10': 1, '18,17': 1}"
16,9,0.029977083206176758,0.05550384521484375,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",5,"{'17': 4, '17,18': 1}",0.018025875091552734,0.06433820724487305,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",5,"{'17': 4, '17,18': 1}",0.015018224716186523,0.06599760055541992,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",5,"{'17': 4, '17,18': 1}",0.02398824691772461,0.05941128730773926,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",23,"{'4': 13, '0,1': 2, '1,4': 2, '12,13': 2, '10,12': 2, '7,10': 2, '0': 1, '1,0': 1, '4,1': 1, '13,12': 1, '12,10': 1, '10,7': 1, '4,7': 1}"
16,10,0.045889854431152344,0.05051922798156738,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",7,"{'9': 6, '8': 5, '8,9': 1}",0.017951488494873047,0.06142592430114746,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",2,"{'0': 1, '0,1': 1}",0.016565322875976562,0.061948299407958984,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",2,"{'0': 1, '0,1': 1}",0.028968334197998047,0.06239652633666992,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",31,"{'3': 12, '0': 9, '0,1': 2, '1,2': 2, '2,3': 2, '8,11': 2, '5,8': 2, '1,0': 1, '2,1': 1, '3,2': 1, '11,8': 1, '8,5': 1, '3,5': 1}"
16,11,0.0229952335357666,0.05595517158508301,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",3,{9: 3},0.018456697463989258,0.06382918357849121,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",3,{20: 3},0.01601123809814453,0.06363320350646973,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",3,{0: 3},0.011698484420776367,0.0637519359588623,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",29,{0: 29}
16,12,0.0399622917175293,0.0499265193939209,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",11,"{'7': 10, '6,7': 1, '6': 1}",0.017952442169189453,0.062456607818603516,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",4,"{'20': 3, '20,19': 1}",0.015464544296264648,0.06251358985900879,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",4,"{'17': 3, '17,18': 1}",0.02942800521850586,0.06002664566040039,"{'000000000000000000000000000': 1012, '100000000000000000000000000': 12}",37,"{'0': 22, '7': 5, '1,4': 2, '4,7': 2, '18,21': 2, '0,1': 2, '15,18': 2, '12,15': 2, '10,12': 2, '1,0': 1, '4,1': 1, '7,4': 1, '18,15': 1, '15,12': 1, '12,10': 1, '7,10': 1, '21,18': 1}"
16,13,0.024949073791503906,0.05142402648925781,"{'000000000000000000000000000': 1011, '100000000000000000000000000': 13}",3,{20: 3},0.018457651138305664,0.0658884048461914,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",3,{6: 3},0.015957117080688477,0.06394100189208984,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",3,{0: 3},0.011968135833740234,0.06349730491638184,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",31,{0: 31}
16,14,0.016014575958251953,0.04943442344665527,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",1,{9: 1},0.01795172691345215,0.06391668319702148,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",1,{9: 1},0.016011714935302734,0.06449055671691895,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",1,{0: 1},0.012964725494384766,0.047979116439819336,"{'000000000000000000000000000': 1013, '100000000000000000000000000': 11}",46,{0: 46}
16,15,0.0159609317779541,0.0470118522644043,"{'000000000000000000000000000': 520, '100000000000000000000000000': 504}",4,{26: 3},0.016954421997070312,0.06042957305908203,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",3,{9: 3},0.015014886856079102,0.06148576736450195,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",3,{0: 3},0.011967182159423828,0.06085395812988281,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",53,{0: 53}
17,3,0.033533573150634766,0.06398439407348633,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",6,"{'3,5': 2, '3': 2, '3,2': 1, '5,3': 1}",0.019010543823242188,0.06439971923828125,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",6,"{'23,24': 2, '23': 2, '23,21': 1, '24,23': 1}",0.016015052795410156,0.06594347953796387,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",6,"{'23,24': 2, '23': 2, '23,21': 1, '24,23': 1}",0.015018463134765625,0.06351232528686523,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",12,"{'1': 5, '0,1': 3, '1,0': 3, '4,7': 2, '7,4': 1, '1,4': 1}"
17,4,0.018949270248413086,0.06145620346069336,"{'000000000000000000000000000': 516, '100000000000000000000000000': 508}",4,{26: 3},0.01700758934020996,0.06495094299316406,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",6,"{'6': 3, '6,7': 2, '7,6': 1}",0.014960289001464844,0.06395292282104492,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",6,"{'0': 3, '0,1': 2, '1,0': 1}",0.015956640243530273,0.06748294830322266,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",18,"{'0': 9, '0,1': 2, '1,2': 2, '5,8': 2, '3,5': 2, '2,3': 2, '1,0': 1, '2,1': 1, '8,5': 1, '5,3': 1, '3,2': 1}"
17,5,0.036901235580444336,0.06134605407714844,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",7,"{'17': 4, '17,18': 2, '18,17': 1}",0.023046016693115234,0.07088112831115723,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",7,"{'9': 4, '9,8': 2, '8,9': 1}",0.018949031829833984,0.06589269638061523,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",7,"{'17': 4, '17,18': 2, '18,17': 1}",0.02052760124206543,0.06183481216430664,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",25,"{'4': 11, '0': 5, '0,1': 2, '1,4': 2, '12,15': 2, '10,12': 2, '7,10': 2, '4,7': 2, '1,0': 1, '4,1': 1, '15,12': 1, '12,10': 1, '10,7': 1, '7,4': 1}"
17,6,0.03796792030334473,0.0574338436126709,"{'000000000000000000000000000': 1010, '100000000000000000000000000': 14}",5,"{'23': 3, '23,21': 1, '23,24': 1}",0.0210115909576416,0.06291365623474121,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",5,"{'23': 3, '23,24': 1, '23,21': 1}",0.019010543823242188,0.06696748733520508,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",5,"{'3': 3, '3,2': 1, '3,5': 1}",0.023001432418823242,0.06539058685302734,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",25,"{'4': 8, '1': 6, '1,4': 4, '0,1': 2, '4,1': 2, '3,5': 2, '2,3': 2, '10,12': 2, '7,10': 2, '1,0': 1, '5,3': 1, '3,2': 1, '12,10': 1, '10,7': 1, '4,7': 1, '1,2': 1}"
17,7,0.03148627281188965,0.05795478820800781,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",5,"{'17': 2, '17,18': 2, '18,17': 1}",0.01801133155822754,0.06594061851501465,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",5,"{'9': 2, '9,8': 2, '8,9': 1}",0.01695418357849121,0.06693482398986816,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",5,"{'9': 2, '9,8': 2, '8,9': 1}",0.02250194549560547,0.06393933296203613,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",23,"{'4': 8, '0': 6, '0,1': 2, '1,4': 2, '12,13': 2, '10,12': 2, '7,10': 2, '4,7': 2, '1,0': 1, '4,1': 1, '13,12': 1, '12,10': 1, '10,7': 1, '7,4': 1}"
17,8,0.03390955924987793,0.05840659141540527,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",6,"{'3': 4, '3,2': 1, '3,5': 1}",0.021449565887451172,0.11404275894165039,"{'000000000000000000000000000': 1010, '100000000000000000000000000': 14}",6,"{'23': 4, '23,24': 1, '23,21': 1}",0.016954421997070312,0.05989980697631836,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",6,"{'3': 4, '3,5': 1, '3,2': 1}",0.02408003807067871,0.06200909614562988,"{'000000000000000000000000000': 1012, '100000000000000000000000000': 12}",20,"{'1': 11, '1,2': 3, '0,1': 2, '3,5': 2, '0': 1, '1,0': 1, '2,1': 1, '5,3': 1, '2,3': 1}"
17,9,0.034024953842163086,0.05890035629272461,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",4,"{'3': 2, '3,2': 1, '3,5': 1}",0.019008398056030273,0.06283211708068848,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",4,"{'3': 2, '3,5': 1, '3,2': 1}",0.016521215438842773,0.06297135353088379,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",4,"{'3': 2, '3,2': 1, '3,5': 1}",0.027981281280517578,0.05686378479003906,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",34,"{'0': 8, '13,14': 4, '12': 3, '12,13': 3, '19,22': 2, '14,16': 2, '22,25': 2, '0,1': 2, '10,12': 2, '8,11': 2, '7,10': 2, '16,19': 2, '14,13': 2, '5,8': 2, '4,7': 2, '1,4': 2, '16,14': 1, '13,12': 1, '19,16': 1, '12,10': 1, '22,19': 1, '25,22': 1, '11,8': 1, '10,7': 1, '8,5': 1, '7,4': 1, '4,1': 1, '1,0': 1, '14,11': 1}"
17,10,0.034906625747680664,0.04943346977233887,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",6,"{'6': 5, '6,7': 1}",0.020999670028686523,0.06235766410827637,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",6,"{'0': 5, '0,1': 1}",0.01835489273071289,0.06218099594116211,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",6,"{'20': 5, '20,19': 1}",0.029919862747192383,0.059914588928222656,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",38,"{'0': 15, '15': 4, '25,26': 2, '23,24': 2, '4,7': 2, '7,10': 2, '18,21': 2, '10,12': 2, '12,15': 2, '0,1': 2, '1,4': 2, '21,23': 2, '24,25': 2, '15,18': 1, '21,18': 1, '23,21': 1, '24,23': 1, '1,0': 1, '25,24': 1, '26,25': 1, '12,10': 1, '10,7': 1, '7,4': 1, '4,1': 1, '15,12': 1}"
17,11,0.020943641662597656,0.06104636192321777,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",1,{6: 1},0.019009828567504883,0.06981277465820312,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",1,{17: 1},0.017023086547851562,0.06790828704833984,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",1,{0: 1},0.013032674789428711,0.06998491287231445,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",31,{0: 31}
17,12,0.03590536117553711,0.056478023529052734,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",4,"{'17': 3, '17,18': 1}",0.021060466766357422,0.06687498092651367,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",4,"{'6': 3, '6,7': 1}",0.017526626586914062,0.06595110893249512,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",4,"{'20': 3, '20,19': 1}",0.03103923797607422,0.06445860862731934,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",21,"{'0': 17, '0,1': 2, '1,0': 1, '1,2': 1}"
17,13,0.022991418838500977,0.05142712593078613,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",2,"{'0': 1, '0,1': 1}",0.018018245697021484,0.06539654731750488,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",2,"{'20': 1, '20,19': 1}",0.015072822570800781,0.06888318061828613,"{'100000000000000000000000000': 952, '000000000000000000000000000': 72}",3,"{'26': 1, '26,25': 1}",0.03098011016845703,0.06246590614318848,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",20,"{'0': 10, '1': 6, '0,1': 2, '1,0': 1, '1,4': 1}"
17,14,0.019950151443481445,0.057442665100097656,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",3,{20: 3},0.019457340240478516,0.07210922241210938,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",3,{6: 3},0.017023563385009766,0.06647801399230957,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",3,{0: 3},0.013087749481201172,0.06897377967834473,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",56,{0: 56}
17,15,0.024005889892578125,0.05031538009643555,"{'100000000000000000000000000': 1014, '000000000000000000000000000': 10}",3,{26: 2},0.020450115203857422,0.06714653968811035,"{'000000000000000000000000000': 1022, '100000000000000000000000000': 2}",2,{9: 2},0.015957117080688477,0.06709623336791992,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",2,{0: 2},0.08942484855651855,0.050371646881103516,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",23,{0: 23}
17,16,0.0180051326751709,0.051001548767089844,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",3,{9: 3},0.01894974708557129,0.06696057319641113,"{'000000000000000000000000000': 1013, '100000000000000000000000000': 11}",3,{0: 3},0.01495981216430664,0.07094621658325195,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",3,{0: 3},0.013962507247924805,0.06994867324829102,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",22,{0: 22}
18,3,0.033005475997924805,0.062418222427368164,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",7,"{'3': 3, '3,5': 2, '5,3': 1, '3,2': 1}",0.01795196533203125,0.06739687919616699,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",7,"{'23': 3, '23,24': 2, '24,23': 1, '23,21': 1}",0.014960050582885742,0.06795668601989746,"{'000000000000000000000000000': 1023, '100000000000000000000000000': 1}",7,"{'23': 3, '23,24': 2, '24,23': 1, '23,21': 1}",0.020943641662597656,0.06682205200195312,"{'000000000000000000000000000': 1022, '100000000000000000000000000': 2}",25,"{'4,7': 4, '4': 3, '0,1': 2, '14,16': 2, '16,19': 2, '19,22': 2, '12,13': 2, '7,10': 2, '10,12': 2, '7,4': 2, '6,7': 2, '1,4': 2, '10,7': 1, '1,0': 1, '12,10': 1, '7,6': 1, '13,12': 1, '22,19': 1, '4,1': 1, '19,16': 1, '16,14': 1, '13,14': 1}"
18,4,0.025548934936523438,0.06538248062133789,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",1,"{'9,8': 1}",0.020008087158203125,0.06588530540466309,"{'000000000000000000000000000': 1012, '100000000000000000000000000': 12}",4,"{'3,5': 2, '3,2': 1, '5,3': 1}",0.01595783233642578,0.06441187858581543,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",4,"{'23,21': 2, '23,24': 1, '21,23': 1}",0.01994633674621582,0.06239724159240723,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",35,"{'0': 10, '1,4': 4, '7,10': 4, '10,12': 4, '4,7': 3, '7,4': 3, '0,1': 2, '15,18': 2, '18,21': 2, '21,23': 2, '23,24': 2, '24,25': 2, '12,10': 2, '10,7': 2, '1,2': 2, '4,1': 2, '25,24': 1, '2,1': 1, '24,23': 1, '23,21': 1, '21,18': 1, '1,0': 1, '18,15': 1, '12,15': 1}"
18,5,0.0274355411529541,0.059021711349487305,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",7,"{'18': 4, '18,17': 1, '18,21': 1, '18,15': 1}",0.015956878662109375,0.06251144409179688,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",7,"{'7': 4, '7,6': 1, '7,10': 1, '7,4': 1}",0.01247406005859375,0.06501150131225586,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",7,"{'1': 4, '1,0': 1, '1,2': 1, '1,4': 1}",0.021941423416137695,0.06091451644897461,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",34,"{'10,12': 5, '1,4': 4, '7,10': 4, '12,15': 4, '10': 3, '16,19': 2, '14,16': 2, '15,12': 2, '12,13': 2, '21,23': 2, '13,14': 2, '0,1': 2, '12,10': 2, '10,7': 2, '7,4': 2, '4,7': 2, '18,21': 2, '1,2': 2, '4,1': 2, '23,21': 1, '21,18': 1, '0': 1, '16,14': 1, '13,12': 1, '14,13': 1, '19,16': 1, '2,1': 1, '1,0': 1, '15,18': 1}"
18,6,0.026487112045288086,0.06155037879943848,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",2,"{'3': 1, '3,2': 1}",0.015956878662109375,0.06187891960144043,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",2,"{'3': 1, '3,2': 1}",0.01296544075012207,0.06096220016479492,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",2,"{'23': 1, '23,24': 1}",0.019999265670776367,0.06417226791381836,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",21,"{'1,4': 4, '7,10': 4, '0': 3, '23,24': 2, '12,15': 2, '15,18': 2, '18,21': 2, '21,23': 2, '0,1': 2, '10,12': 2, '10,7': 2, '7,4': 2, '4,7': 2, '4,1': 2, '23,21': 1, '21,18': 1, '18,15': 1, '1,0': 1, '15,12': 1, '24,23': 1}"
18,7,0.05798673629760742,0.0629427433013916,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",11,"{'0': 7, '1': 7, '1,0': 3}",0.022938013076782227,0.06047987937927246,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",8,"{'17': 5, '17,18': 2, '18,17': 1}",0.017755985260009766,0.06165933609008789,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",8,"{'20': 5, '20,19': 2, '19,20': 1}",0.02344369888305664,0.06188559532165527,"{'000000000000000000000000000': 1011, '100000000000000000000000000': 13}",32,"{'3': 15, '0': 5, '0,1': 2, '1,2': 2, '2,3': 2, '8,9': 2, '5,8': 2, '3,5': 2, '1,0': 1, '2,1': 1, '3,2': 1, '9,8': 1, '8,5': 1, '5,3': 1}"
18,8,0.03096628189086914,0.11189150810241699,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",5,"{'9,8': 2, '9': 2, '8,9': 1}",0.017003774642944336,0.059975624084472656,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",5,"{'17,18': 2, '17': 2, '18,17': 1}",0.01501154899597168,0.059893131256103516,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",5,"{'20,19': 2, '20': 2, '19,20': 1}",0.0235440731048584,0.06138920783996582,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",26,"{'0': 9, '3,5': 2, '5,8': 2, '8,11': 2, '11,14': 2, '0,1': 2, '14,16': 2, '2,3': 2, '1,2': 2, '5': 2, '3,2': 1, '5,3': 1, '16,14': 1, '2,1': 1, '14,11': 1, '11,8': 1, '1,0': 1, '8,5': 1}"
18,9,0.03396487236022949,0.05884861946105957,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",6,"{'3': 4, '3,5': 1, '3,2': 1}",0.02144908905029297,0.060958147048950195,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",6,"{'3': 4, '3,2': 1, '3,5': 1}",0.01695418357849121,0.06601643562316895,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",7,"{'23': 5, '23,21': 1, '23,24': 1}",0.02593064308166504,0.05889701843261719,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",23,"{'0': 9, '1,4': 4, '0,1': 3, '7,10': 2, '12,13': 2, '13,14': 2, '14,16': 2, '16,19': 2, '4,7': 2, '4,1': 2, '10,7': 1, '7,4': 1, '19,16': 1, '16,14': 1, '1,0': 1, '14,13': 1, '13,12': 1, '10,12': 1}"
18,10,0.033967018127441406,0.05296015739440918,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",4,"{'23': 2, '23,21': 1, '23,24': 1}",0.01994943618774414,0.06387996673583984,"{'000000000000000000000000000': 1013, '100000000000000000000000000': 11}",4,"{'3': 2, '3,2': 1, '3,5': 1}",0.016954660415649414,0.06184840202331543,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",4,"{'23': 2, '23,24': 1, '23,21': 1}",0.02842998504638672,0.060981035232543945,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",44,"{'15': 16, '0': 8, '4,7': 3, '12,15': 2, '23,24': 2, '6,7': 2, '18,21': 2, '7,10': 2, '10,12': 2, '0,1': 2, '1,4': 2, '21,23': 2, '24,25': 2, '15,18': 1, '21,18': 1, '23,21': 1, '24,23': 1, '1,0': 1, '25,24': 1, '15,12': 1, '10,7': 1, '7,4': 1, '7,6': 1, '4,1': 1, '12,10': 1}"
18,11,0.02892279624938965,0.05098915100097656,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",4,"{'9': 3, '9,8': 1}",0.018948793411254883,0.061907052993774414,"{'100000000000000000000000000': 491, '000000000000000000000000000': 533}",5,"{'26': 3, '26,25': 1}",0.016011476516723633,0.0614476203918457,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",4,"{'9': 3, '9,8': 1}",0.027977705001831055,0.06152153015136719,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",29,"{'0': 10, '10': 6, '21,23': 2, '15,18': 2, '4,7': 2, '7,10': 2, '12,15': 2, '0,1': 2, '1,4': 2, '18,21': 2, '10,12': 1, '15,12': 1, '18,15': 1, '1,0': 1, '21,18': 1, '10,7': 1, '7,4': 1, '4,1': 1, '23,21': 1}"
18,12,0.03397393226623535,0.04842996597290039,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",5,"{'0': 4, '0,1': 1}",0.02094578742980957,0.06295990943908691,"{'000000000000000000000000000': 529, '100000000000000000000000000': 495}",6,"{'26': 4, '26,25': 1}",0.018456697463989258,0.06340312957763672,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",7,"{'9': 6, '9,8': 1}",0.029974699020385742,0.057912588119506836,"{'000000000000000000000000000': 1013, '100000000000000000000000000': 11}",26,"{'4': 11, '0': 8, '0,1': 2, '1,4': 2, '12,15': 2, '10,12': 2, '7,10': 2, '1,0': 1, '4,1': 1, '15,12': 1, '12,10': 1, '10,7': 1, '4,7': 1}"
18,13,0.021041154861450195,0.047872066497802734,"{'000000000000000000000000000': 1011, '100000000000000000000000000': 13}",3,{6: 3},0.01795172691345215,0.05989694595336914,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",3,{17: 3},0.014467954635620117,0.06453347206115723,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",3,{0: 3},0.011968135833740234,0.06790280342102051,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",27,{0: 27}
