cost,depth,tqc3TT,tqc3RT,tqc3Counts,tqc3Depth,tqc3Qubits,tqc2TT,tqc2RT,tqc2Counts,tqc2Depth,tqc2Qubits,tqc1TT,tqc1RT,tqc1Counts,tqc1Depth,tqc1Qubits,tqc0TT,tqc0RT,tqc0Counts,tqc0Depth,tqc0Qubits
2,1,0.012964487075805664,0.04895615577697754,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",3,{20: 3},0.010970354080200195,0.05885791778564453,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",3,{6: 3},0.010971307754516602,0.04684734344482422,"{'000000000000000000000000000': 1013, '100000000000000000000000000': 11}",3,{0: 3},0.007978439331054688,0.06305336952209473,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",3,{0: 3}
3,2,0.02499866485595703,0.06803202629089355,"{'000000000000000000000000000': 1011, '100000000000000000000000000': 13}",3,{17: 3},0.016954421997070312,0.06593155860900879,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",3,{9: 3},0.015037775039672852,0.06893730163574219,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",3,{0: 3},0.011027097702026367,0.06789469718933105,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",8,{0: 8}
4,2,0.018458127975463867,0.06790447235107422,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",1,{},0.013021230697631836,0.06699275970458984,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",1,{},0.009973287582397461,0.06489229202270508,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",1,{},0.008606433868408203,0.06594133377075195,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",6,{0: 6}
4,3,0.022007465362548828,0.06246304512023926,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",3,{17: 3},0.01595783233642578,0.06488633155822754,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",3,{9: 3},0.014468669891357422,0.06639409065246582,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",3,{0: 3},0.011048316955566406,0.06839728355407715,"{'100000000000000000000000000': 8, '000000000000000000000000000': 1016}",9,{0: 9}
5,1,0.018950462341308594,0.07037949562072754,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",1,"{'7,6': 1}",0.009035825729370117,0.06650209426879883,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",1,"{'8,9': 1}",0.007978677749633789,0.06746745109558105,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",1,"{'8,9': 1}",0.012625455856323242,0.06696391105651855,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",10,"{'0,1': 2, '1,2': 2, '2,3': 2, '11,14': 2, '8,11': 2, '5,8': 2, '1,0': 1, '2,1': 1, '3,2': 1, '14,11': 1, '11,8': 1, '8,5': 1, '3,5': 1}"
5,3,0.020004987716674805,0.06384491920471191,"{'000000000000000000000000000': 1011, '100000000000000000000000000': 13}",2,{0: 2},0.01601243019104004,0.06499075889587402,"{'000000000000000000000000000': 1022, '100000000000000000000000000': 2}",2,{20: 2},0.014959573745727539,0.066986083984375,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",2,{0: 2},0.010970115661621094,0.06444859504699707,"{'000000000000000000000000000': 1012, '100000000000000000000000000': 12}",11,{0: 11}
5,4,0.02094411849975586,0.061892032623291016,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",3,{20: 3},0.01700758934020996,0.06695008277893066,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",3,{9: 3},0.015029430389404297,0.06942248344421387,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",3,{0: 3},0.010970830917358398,0.06847071647644043,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",14,{0: 14}
6,2,0.029920578002929688,0.07041168212890625,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",3,"{'20': 2, '20,19': 1}",0.01902484893798828,0.06787824630737305,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",3,"{'0': 2, '0,1': 1}",0.015024185180664062,0.06657719612121582,"{'000000000000000000000000000': 1023, '100000000000000000000000000': 1}",3,"{'9': 2, '9,8': 1}",0.017018795013427734,0.06698489189147949,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",21,"{'10': 5, '7,10': 2, '12,15': 2, '15,18': 2, '18,21': 2, '23,24': 2, '0,1': 2, '4,7': 2, '1,4': 2, '21,23': 2, '10,7': 1, '7,4': 1, '24,23': 1, '1,0': 1, '23,21': 1, '21,18': 1, '4,1': 1, '18,15': 1, '15,12': 1, '10,12': 1}"
6,3,0.01916217803955078,0.06589007377624512,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",3,{0: 3},0.01602029800415039,0.12901782989501953,"{'100000000000000000000000000': 469, '000000000000000000000000000': 555}",4,{26: 3},0.012965679168701172,0.06204557418823242,"{'000000000000000000000000000': 1009, '100000000000000000000000000': 15}",3,{0: 3},0.009037017822265625,0.06204485893249512,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",9,{0: 9}
6,4,0.015957355499267578,0.06292200088500977,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",1,{},0.014068365097045898,0.06402993202209473,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",1,{},0.010478734970092773,0.06593656539916992,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",1,{},0.008037328720092773,0.06350827217102051,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",8,{0: 8}
6,5,0.02001166343688965,0.06699824333190918,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",3,{20: 3},0.01603388786315918,0.06422019004821777,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",3,{17: 3},0.012965202331542969,0.06094551086425781,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",3,{0: 3},0.008976221084594727,0.06303787231445312,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",7,{0: 7}
7,2,0.022998809814453125,0.06302905082702637,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",4,"{'20': 3, '20,19': 1}",0.01495981216430664,0.06189990043640137,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",4,"{'6': 3, '6,7': 1}",0.011475563049316406,0.06682157516479492,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",4,"{'17': 3, '17,18': 1}",0.015030384063720703,0.06644511222839355,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",13,"{'7': 3, '0,1': 2, '1,4': 2, '4,7': 2, '12,15': 2, '10,12': 2, '1,0': 1, '4,1': 1, '7,4': 1, '15,12': 1, '12,10': 1, '7,10': 1}"
7,3,0.025999069213867188,0.06389975547790527,"{'100000000000000000000000000': 1004, '000000000000000000000000000': 20}",3,"{'26,25': 1, '26': 1}",0.016954660415649414,0.06339049339294434,"{'000000000000000000000000000': 1011, '100000000000000000000000000': 13}",2,"{'6,7': 1, '6': 1}",0.014021873474121094,0.06114673614501953,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",2,"{'20,19': 1, '20': 1}",0.01800990104675293,0.06582403182983398,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",22,"{'12': 6, '7,10': 2, '15,18': 2, '18,21': 2, '21,23': 2, '10,12': 2, '0,1': 2, '4,7': 2, '1,4': 2, '23,24': 2, '10,7': 1, '7,4': 1, '12,10': 1, '1,0': 1, '24,23': 1, '23,21': 1, '4,1': 1, '21,18': 1, '18,15': 1, '12,15': 1}"
7,4,0.020957469940185547,0.06394672393798828,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",3,{20: 3},0.016005516052246094,0.06501889228820801,"{'000000000000000000000000000': 531, '100000000000000000000000000': 493}",4,{26: 3},0.014959335327148438,0.05900120735168457,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",3,{0: 3},0.009973526000976562,0.06439495086669922,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",14,{0: 14}
7,5,0.022998332977294922,0.06839299201965332,"{'100000000000000000000000000': 1012, '000000000000000000000000000': 12}",3,{26: 2},0.01695704460144043,0.06539702415466309,"{'100000000000000000000000000': 1015, '000000000000000000000000000': 9}",3,{26: 2},0.01502847671508789,0.0674448013305664,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",2,{0: 2},0.010970592498779297,0.0624387264251709,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",13,{0: 13}
7,6,0.020957231521606445,0.06639575958251953,"{'000000000000000000000000000': 1022, '100000000000000000000000000': 2}",3,{6: 3},0.01695418357849121,0.12013792991638184,"{'000000000000000000000000000': 1008, '100000000000000000000000000': 16}",3,{0: 3},0.013962268829345703,0.061835289001464844,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",3,{0: 3},0.01003718376159668,0.06398272514343262,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",24,{0: 24}
8,3,0.02991938591003418,0.06034564971923828,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",4,"{'0': 3, '0,1': 1}",0.019030332565307617,0.061920881271362305,"{'000000000000000000000000000': 1022, '100000000000000000000000000': 2}",4,"{'0': 3, '0,1': 1}",0.01302027702331543,0.0659482479095459,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",5,"{'0': 4, '0,1': 1}",0.018010616302490234,0.06294655799865723,"{'000000000000000000000000000': 1022, '100000000000000000000000000': 2}",20,"{'0': 3, '16,19': 2, '1,2': 2, '2,3': 2, '11,14': 2, '3,5': 2, '5,8': 2, '14,16': 2, '25,26': 2, '0,1': 2, '22,25': 2, '19,22': 2, '8,11': 1, '14,11': 1, '16,14': 1, '19,16': 1, '26,25': 1, '22,19': 1, '25,22': 1, '8,5': 1, '5,3': 1, '3,2': 1, '2,1': 1, '1,0': 1, '8': 1}"
8,4,0.027982473373413086,0.06139683723449707,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",3,"{'9': 2, '9,8': 1}",0.01695394515991211,0.06389069557189941,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",3,"{'20': 2, '20,19': 1}",0.015021324157714844,0.0648958683013916,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",3,"{'9': 2, '9,8': 1}",0.018015623092651367,0.06700873374938965,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",22,"{'4': 10, '0': 5, '0,1': 2, '1,4': 2, '10,12': 2, '7,10': 2, '1,0': 1, '4,1': 1, '12,10': 1, '10,7': 1, '4,7': 1}"
8,5,0.021998167037963867,0.06388545036315918,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",3,{9: 3},0.01695704460144043,0.06291675567626953,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",3,{17: 3},0.015016555786132812,0.06538891792297363,"{'000000000000000000000000000': 1013, '100000000000000000000000000': 11}",3,{0: 3},0.010972738265991211,0.06333684921264648,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",15,{0: 15}
8,6,0.016973018646240234,0.07039380073547363,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",1,{},0.01396322250366211,0.07015085220336914,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",1,{},0.01402139663696289,0.06998300552368164,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",1,{},0.009974241256713867,0.07102751731872559,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",10,{0: 10}
8,7,0.02499246597290039,0.06595611572265625,"{'000000000000000000000000000': 1012, '100000000000000000000000000': 12}",3,{6: 3},0.01795220375061035,0.07193756103515625,"{'000000000000000000000000000': 1012, '100000000000000000000000000': 12}",3,{20: 3},0.01795220375061035,0.0678868293762207,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",3,{0: 3},0.01296544075012207,0.07031965255737305,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",17,{0: 17}
9,3,0.024933815002441406,0.06590127944946289,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",1,"{'17,18': 1}",0.015470027923583984,0.06484055519104004,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",1,"{'6,7': 1}",0.014972209930419922,0.06438851356506348,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",1,"{'17,18': 1}",0.016185283660888672,0.07189083099365234,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",19,"{'10': 6, '0,1': 2, '1,4': 2, '4,7': 2, '7,10': 2, '18,21': 2, '15,18': 2, '12,15': 2, '1,0': 1, '4,1': 1, '7,4': 1, '10,7': 1, '21,18': 1, '18,15': 1, '15,12': 1, '10,12': 1}"
9,4,0.0439908504486084,0.06095552444458008,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",4,"{'6': 3, '6,7': 1}",0.021940946578979492,0.06682109832763672,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",4,"{'9': 3, '9,8': 1}",0.015957117080688477,0.06590008735656738,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",4,"{'6': 3, '6,7': 1}",0.019946575164794922,0.06646919250488281,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",22,"{'5': 9, '3,5': 2, '8,11': 2, '11,14': 2, '14,16': 2, '16,19': 2, '0,1': 2, '2,3': 2, '1,2': 2, '5,3': 1, '3,2': 1, '1,0': 1, '16,14': 1, '2,1': 1, '14,11': 1, '11,8': 1, '5,8': 1, '19,16': 1}"
9,5,0.02699756622314453,0.06466460227966309,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",2,"{'20': 1, '20,19': 1}",0.015957117080688477,0.12572741508483887,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",3,"{'26': 1, '26,25': 1}",0.01495981216430664,0.062395334243774414,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",2,"{'20': 1, '20,19': 1}",0.018949031829833984,0.0638880729675293,"{'000000000000000000000000000': 1012, '100000000000000000000000000': 12}",14,"{'1': 7, '0,1': 2, '7,10': 2, '4,7': 2, '0': 1, '1,0': 1, '10,7': 1, '7,4': 1, '1,4': 1}"
9,6,0.021941661834716797,0.06982970237731934,"{'000000000000000000000000000': 504, '100000000000000000000000000': 520}",4,{26: 3},0.015956878662109375,0.06689643859863281,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",3,{6: 3},0.01302337646484375,0.06597042083740234,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",3,{0: 3},0.008975982666015625,0.06852173805236816,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",12,{0: 12}
9,7,0.020082950592041016,0.0737147331237793,"{'000000000000000000000000000': 1013, '100000000000000000000000000': 11}",1,{9: 1},0.016954421997070312,0.0713346004486084,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",1,{9: 1},0.012964963912963867,0.06493163108825684,"{'000000000000000000000000000': 1013, '100000000000000000000000000': 11}",1,{0: 1},0.009972333908081055,0.06507444381713867,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",11,{0: 11}
9,8,0.02643728256225586,0.06392335891723633,"{'000000000000000000000000000': 525, '100000000000000000000000000': 499}",4,{26: 3},0.018948793411254883,0.06582450866699219,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",3,{9: 3},0.015957355499267578,0.07291364669799805,"{'000000000000000000000000000': 1022, '100000000000000000000000000': 2}",3,{0: 3},0.013471603393554688,0.06788802146911621,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",22,{0: 22}
10,2,0.018948793411254883,0.06981348991394043,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",2,"{'23,24': 1, '23,21': 1}",0.010970354080200195,0.06484031677246094,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",2,"{'3,5': 1, '3,2': 1}",0.008976936340332031,0.07282280921936035,"{'000000000000000000000000000': 1011, '100000000000000000000000000': 13}",2,"{'3,5': 1, '3,2': 1}",0.014960289001464844,0.074310302734375,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",16,"{'0,1': 2, '7,10': 2, '12,15': 2, '15,18': 2, '18,21': 2, '10,7': 2, '6,7': 2, '4,7': 2, '1,4': 2, '7,4': 1, '1,0': 1, '7,6': 1, '21,18': 1, '4,1': 1, '18,15': 1, '15,12': 1, '10,12': 1}"
10,4,0.03242230415344238,0.06433820724487305,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",3,"{'20': 2, '20,19': 1}",0.019946575164794922,0.06832766532897949,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",3,"{'17': 2, '17,18': 1}",0.01945805549621582,0.06934142112731934,"{'100000000000000000000000000': 948, '000000000000000000000000000': 76}",4,"{'26': 2, '26,25': 1}",0.019945859909057617,0.06881594657897949,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",12,"{'0': 11, '1,2': 2, '2,1': 1, '0,1': 1}"
10,5,0.030968189239501953,0.06294775009155273,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",5,"{'0': 4, '0,1': 1}",0.02244734764099121,0.06482672691345215,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",5,"{'20': 4, '20,19': 1}",0.016091108322143555,0.06981325149536133,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",6,"{'20': 5, '20,19': 1}",0.021941423416137695,0.06433701515197754,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",22,"{'8': 4, '5,8': 2, '11,14': 2, '14,16': 2, '16,19': 2, '19,20': 2, '0,1': 2, '0': 2, '3,5': 2, '2,3': 2, '1,2': 2, '5,3': 1, '3,2': 1, '20,19': 1, '2,1': 1, '19,16': 1, '16,14': 1, '1,0': 1, '14,11': 1, '8,11': 1, '8,5': 1}"
10,6,0.024998903274536133,0.0643930435180664,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",1,"{'9,8': 1}",0.01746082305908203,0.06283259391784668,"{'100000000000000000000000000': 6, '000000000000000000000000000': 1018}",1,"{'20,19': 1}",0.015083789825439453,0.06538748741149902,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",1,"{'9,8': 1}",0.020943641662597656,0.06235456466674805,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",16,"{'4': 7, '0': 2, '0,1': 2, '1,4': 2, '10,12': 2, '7,10': 2, '1,0': 1, '4,1': 1, '12,10': 1, '10,7': 1, '4,7': 1}"
10,7,0.020944833755493164,0.07380294799804688,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",3,{6: 3},0.018949031829833984,0.07630491256713867,"{'100000000000000000000000000': 517, '000000000000000000000000000': 507}",4,{26: 3},0.013962268829345703,0.06937670707702637,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",3,{0: 3},0.011967897415161133,0.06582403182983398,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",13,{0: 13}
10,8,0.023046255111694336,0.06533455848693848,"{'100000000000000000000000000': 1006, '000000000000000000000000000': 18}",3,{26: 2},0.016954660415649414,0.07138276100158691,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",2,{0: 2},0.013029336929321289,0.06896591186523438,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",2,{0: 2},0.009972572326660156,0.06640625,"{'000000000000000000000000000': 1013, '100000000000000000000000000': 11}",12,{0: 12}
10,9,0.02399468421936035,0.07081341743469238,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",3,{9: 3},0.019457340240478516,0.06783652305603027,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",3,{0: 3},0.01695394515991211,0.07280516624450684,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",3,{0: 3},0.012965202331542969,0.07591056823730469,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",23,{0: 23}
11,1,0.013962507247924805,0.07732009887695312,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",1,{},0.012964725494384766,0.0738210678100586,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",3,"{'8,9': 2, '9,8': 1}",0.011967658996582031,0.07196545600891113,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",3,"{'8,9': 2, '9,8': 1}",0.010972261428833008,0.07245683670043945,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",12,"{'0,1': 2, '1,2': 2, '8,11': 2, '5,8': 2, '3,5': 2, '2,3': 2, '1,0': 1, '2,1': 1, '11,8': 1, '8,5': 1, '5,3': 1, '3,2': 1}"
11,3,0.029920339584350586,0.06816864013671875,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",4,"{'3': 2, '3,5': 1, '3,2': 1}",0.017951488494873047,0.06582427024841309,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",4,"{'23': 2, '23,21': 1, '23,24': 1}",0.01595759391784668,0.06987166404724121,"{'000000000000000000000000000': 1022, '100000000000000000000000000': 2}",4,"{'3': 2, '3,5': 1, '3,2': 1}",0.019457101821899414,0.06684255599975586,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",28,"{'0': 5, '13,14': 4, '16,19': 4, '12,13': 3, '14,16': 3, '19,16': 2, '1,4': 2, '14,13': 2, '4,7': 2, '7,10': 2, '10,12': 2, '0,1': 2, '19,20': 2, '16,14': 1, '12,10': 1, '20,19': 1, '10,7': 1, '7,4': 1, '4,1': 1, '1,0': 1, '13,12': 1}"
11,4,0.028430700302124023,0.07032060623168945,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",4,"{'17': 3, '17,18': 1}",0.017952442169189453,0.07282543182373047,"{'000000000000000000000000000': 539, '100000000000000000000000000': 485}",5,"{'26': 3, '26,25': 1}",0.015957117080688477,0.07389426231384277,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",4,"{'6': 3, '6,7': 1}",0.022126436233520508,0.06349873542785645,"{'000000000000000000000000000': 1016, '100000000000000000000000000': 8}",28,"{'0': 9, '1,2': 2, '14,16': 2, '2,3': 2, '3,5': 2, '16,19': 2, '5,8': 2, '8,11': 2, '0,1': 2, '25,26': 2, '19,22': 2, '22,25': 2, '25,22': 1, '16,14': 1, '19,16': 1, '22,19': 1, '11,8': 1, '26,25': 1, '8,5': 1, '5,3': 1, '3,2': 1, '2,1': 1, '1,0': 1, '11,14': 1}"
11,5,0.029920101165771484,0.07245206832885742,"{'100000000000000000000000000': 996, '000000000000000000000000000': 28}",3,"{'26,25': 1, '26': 1}",0.021959543228149414,0.07280492782592773,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",2,"{'17,18': 1, '17': 1}",0.016954660415649414,0.10223531723022461,"{'100000000000000000000000000': 1005, '000000000000000000000000000': 19}",3,"{'26,25': 1, '26': 1}",0.02991938591003418,0.06034660339355469,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",25,"{'5': 12, '0,1': 2, '1,2': 2, '2,3': 2, '3,5': 2, '14,16': 2, '11,14': 2, '8,11': 2, '1,0': 1, '2,1': 1, '3,2': 1, '5,3': 1, '16,14': 1, '14,11': 1, '11,8': 1, '5,8': 1}"
11,6,0.03291130065917969,0.06985211372375488,"{'000000000000000000000000000': 1022, '100000000000000000000000000': 2}",5,"{'6': 4, '6,7': 1}",0.020943403244018555,0.07282161712646484,"{'000000000000000000000000000': 522, '100000000000000000000000000': 502}",6,"{'26': 4, '26,25': 1}",0.016954660415649414,0.07033538818359375,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",5,"{'6': 4, '6,7': 1}",0.021940946578979492,0.0649862289428711,"{'000000000000000000000000000': 1011, '100000000000000000000000000': 13}",20,"{'5': 6, '3,5': 2, '8,11': 2, '11,14': 2, '14,16': 2, '0,1': 2, '16,19': 2, '2,3': 2, '1,2': 2, '3,2': 1, '5,3': 1, '19,16': 1, '2,1': 1, '16,14': 1, '14,11': 1, '1,0': 1, '11,8': 1, '5,8': 1, '0': 1}"
11,7,0.027925491333007812,0.06344842910766602,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",3,"{'20': 2, '20,19': 1}",0.01502370834350586,0.06688547134399414,"{'100000000000000000000000000': 10, '000000000000000000000000000': 1014}",3,"{'9': 2, '9,8': 1}",0.01296544075012207,0.1197502613067627,"{'000000000000000000000000000': 1015, '100000000000000000000000000': 9}",3,"{'6': 2, '6,7': 1}",0.018949270248413086,0.06484127044677734,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",19,"{'5': 6, '0,1': 2, '1,2': 2, '2,3': 2, '3,5': 2, '14,16': 2, '11,14': 2, '8,11': 2, '1,0': 1, '2,1': 1, '3,2': 1, '5,3': 1, '16,14': 1, '14,11': 1, '11,8': 1, '5,8': 1}"
11,8,0.018999814987182617,0.06384491920471191,"{'000000000000000000000000000': 1023, '100000000000000000000000000': 1}",3,{6: 3},0.014959335327148438,0.06533217430114746,"{'100000000000000000000000000': 502, '000000000000000000000000000': 522}",4,{26: 3},0.01196742057800293,0.0659019947052002,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",3,{0: 3},0.007978439331054688,0.06439733505249023,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",14,{0: 14}
11,9,0.020002365112304688,0.06341981887817383,"{'000000000000000000000000000': 1021, '100000000000000000000000000': 3}",1,{},0.014959573745727539,0.06589984893798828,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",1,{},0.013962507247924805,0.06289172172546387,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",1,{},0.012022733688354492,0.06376314163208008,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",17,{0: 17}
11,10,0.023443222045898438,0.05991315841674805,"{'000000000000000000000000000': 1018, '100000000000000000000000000': 6}",3,{6: 3},0.018004417419433594,0.06633114814758301,"{'000000000000000000000000000': 1017, '100000000000000000000000000': 7}",3,{17: 3},0.01697254180908203,0.06783604621887207,"{'000000000000000000000000000': 1020, '100000000000000000000000000': 4}",3,{0: 3},0.01347208023071289,0.07348799705505371,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",40,{0: 40}
12,2,0.014960289001464844,0.06807684898376465,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",1,{9: 1},0.013962745666503906,0.07238340377807617,"{'000000000000000000000000000': 1019, '100000000000000000000000000': 5}",4,"{'17,18': 2, '17': 1, '18,17': 1}",0.011967658996582031,0.0718071460723877,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",4,"{'20,19': 2, '20': 1, '19,20': 1}",0.014470815658569336,0.06888628005981445,"{'000000000000000000000000000': 1014, '100000000000000000000000000': 10}",19,"{'8,11': 2, '1,2': 2, '2,3': 2, '11,14': 2, '3,5': 2, '5,8': 2, '0,1': 2, '19,20': 2, '14,16': 2, '16,19': 2, '0': 1, '19,16': 1, '14,11': 1, '16,14': 1, '8,5': 1, '20,19': 1, '5,3': 1, '3,2': 1, '2,1': 1, '1,0': 1, '11,8': 1}"
