cost,depth,tqc3TT,tqc3RT,tqc3Counts,tqc3Depth,tqc3Qubits,tqc2TT,tqc2RT,tqc2Counts,tqc2Depth,tqc2Qubits,tqc1TT,tqc1RT,tqc1Counts,tqc1Depth,tqc1Qubits,tqc0TT,tqc0RT,tqc0Counts,tqc0Depth,tqc0Qubits,sim
2,1,0.6662008762359619,0.07126545906066895,"{'0010000': 35, '0000001': 446, '0001000': 10, '0010001': 30, '0000000': 439, '0000010': 8, '0000011': 11, '0110001': 1, '1000000': 8, '0000100': 3, '1000010': 1, '0110000': 1, '1000001': 9, '0100001': 4, '0001001': 5, '0010100': 1, '0011001': 3, '0000101': 2, '1010001': 1, '0100000': 2, '1010000': 2, '0010011': 1, '1001001': 1}",4,{5: 3},0.011984109878540039,0.08722519874572754,"{'0001001': 9, '0100001': 9, '0010000': 28, '0000001': 444, '0010001': 30, '0000000': 458, '0000011': 4, '1000000': 8, '0100000': 4, '0000010': 5, '0000100': 6, '0001000': 4, '0110000': 1, '1000001': 8, '0000101': 4, '1010100': 1, '0010011': 1}",4,{5: 3},0.007988929748535156,0.09063029289245605,"{'0010001': 4, '0001000': 11, '0000000': 471, '0001001': 4, '0000001': 420, '0000010': 30, '0000011': 27, '0000100': 10, '0000111': 1, '1000001': 8, '0000110': 1, '1000000': 10, '0100000': 4, '0010000': 3, '0000101': 11, '1001001': 1, '0010011': 1, '0100010': 1, '1001010': 1, '0100001': 4, '0001100': 1}",4,{0: 3},0.003989219665527344,0.09791088104248047,"{'0100001': 5, '0001001': 6, '0000001': 473, '0100000': 8, '0000000': 440, '0000011': 33, '0000100': 5, '1000010': 1, '1000000': 6, '0000010': 25, '0000101': 7, '1000011': 1, '0010000': 3, '0000111': 1, '1000001': 7, '0001000': 2, '0010001': 1}",4,{0: 3},"{'0000000': 513, '0000001': 511}"
3,2,0.01795196533203125,0.15253257751464844,"{'0010001': 23, '0001000': 1, '0000000': 462, '0010000': 23, '0000001': 466, '0110000': 1, '1000001': 4, '0110001': 1, '1000000': 7, '0000011': 9, '0000100': 3, '0100000': 7, '0100001': 5, '0001001': 4, '0011000': 1, '0000010': 3, '0000101': 3, '0010010': 1}",4,{5: 3},0.013962507247924805,0.09134817123413086,"{'0010001': 32, '0100000': 5, '0000000': 431, '0010000': 21, '0000001': 474, '0000101': 13, '1100000': 1, '0000100': 9, '0000010': 5, '0000011': 4, '0001001': 5, '1000001': 7, '1000000': 8, '0001000': 5, '0100001': 4}",4,{5: 3},0.010970830917358398,0.09175467491149902,"{'0000000': 468, '1000011': 1, '0000101': 6, '0100001': 5, '0000001': 442, '0000011': 24, '0000010': 34, '1000001': 8, '1000000': 6, '0001001': 9, '0010000': 2, '0010001': 9, '0001000': 4, '0000100': 5, '0100000': 1}",4,{0: 3},0.008975982666015625,0.10022211074829102,"{'0100000': 6, '0000000': 457, '0000001': 461, '1000001': 4, '0000101': 4, '0000010': 34, '0000011': 26, '1000000': 10, '0000100': 9, '0010000': 3, '0100011': 1, '0001001': 3, '0100001': 3, '0001000': 2, '0010001': 1}",5,{0: 4},"{'0000000': 540, '0000001': 484}"
4,2,0.01695418357849121,0.07878923416137695,"{'0001000': 9, '0000000': 930, '0010000': 42, '0000001': 8, '0000010': 5, '0000100': 7, '0010100': 1, '1000000': 10, '0100000': 9, '0011000': 1, '1100000': 1, '0010001': 1}",1,{},0.011968135833740234,0.09732842445373535,"{'0100000': 10, '0001000': 8, '0000000': 911, '0000001': 6, '0010000': 46, '0000010': 8, '0000100': 15, '1000000': 13, '0011000': 3, '0110000': 1, '0001010': 1, '0000101': 1, '0000011': 1}",1,{},0.010970592498779297,0.09008979797363281,"{'0100000': 6, '0001000': 15, '0000000': 901, '0000010': 50, '0010000': 11, '0000001': 12, '1000000': 10, '0000100': 12, '1100000': 1, '0000011': 1, '0001100': 1, '0100100': 1, '0001001': 2, '0010010': 1}",1,{},0.007988929748535156,0.08630895614624023,"{'0000010': 54, '0001000': 10, '0100000': 12, '0000000': 902, '0000001': 5, '0010000': 8, '0000110': 1, '1000000': 15, '1000010': 1, '0000100': 16}",7,{0: 6},{'0000000': 1024}
4,3,0.023968219757080078,0.07556009292602539,"{'0100000': 7, '0010001': 21, '0000000': 438, '0001001': 8, '0100001': 6, '0010000': 21, '0000001': 485, '0010010': 1, '0000100': 5, '0000011': 3, '0001000': 5, '1000000': 7, '0000010': 6, '1010001': 2, '0000101': 5, '1000001': 2, '0101001': 1, '0100100': 1}",4,{5: 3},0.015956878662109375,0.08755826950073242,"{'0001001': 4, '0000001': 403, '0100000': 8, '0010001': 8, '0000000': 541, '1000001': 8, '0000101': 8, '0000011': 4, '0000010': 4, '0001000': 13, '1000000': 5, '0100001': 2, '0001010': 1, '1001000': 1, '0000100': 8, '0010000': 5, '1100001': 1}",4,{1: 3},0.012965202331542969,0.08516597747802734,"{'0000001': 451, '0001000': 6, '0000000': 457, '0000011': 27, '0000010': 29, '1000010': 1, '0000100': 8, '0000111': 1, '1000001': 8, '0000101': 6, '0010001': 8, '1001001': 1, '0001001': 4, '1000000': 3, '0100000': 4, '0100001': 6, '0010010': 1, '0010000': 2, '1001000': 1}",4,{0: 3},0.00798940658569336,0.07991266250610352,"{'0000010': 34, '0001010': 1, '0100001': 6, '0000001': 426, '0000100': 7, '0000000': 478, '0000011': 30, '0000101': 5, '0110000': 1, '1000001': 6, '0000111': 1, '0010001': 3, '0001000': 5, '0010000': 4, '0100000': 5, '0001001': 2, '0100010': 1, '1000000': 6, '0011001': 1, '0100011': 1, '0010010': 1}",10,{0: 9},"{'0000000': 488, '0000001': 536}"
5,1,0.011741161346435547,0.07291316986083984,"{'0010000': 50, '0000001': 12, '0100000': 19, '0010001': 1, '0000000': 893, '0000010': 15, '0000100': 7, '1000000': 14, '0001000': 10, '1010000': 1, '0000101': 1, '1100000': 1}",2,"{'5,3': 1}",0.00798940658569336,0.14345026016235352,"{'0000010': 16, '0100000': 17, '0000000': 885, '0000001': 23, '0010000': 43, '1000000': 12, '0000100': 14, '0010010': 3, '0011000': 1, '0001000': 4, '0000101': 2, '0010001': 1, '0110000': 2, '0001010': 1}",2,"{'5,3': 1}",0.005444049835205078,0.0889589786529541,"{'0100000': 15, '0000000': 909, '0011000': 1, '0000001': 44, '0000010': 20, '1000000': 7, '0000101': 3, '0000100': 8, '0100001': 1, '0001010': 1, '0001000': 7, '0010000': 7, '0001100': 1}",2,"{'1,3': 1}",0.011983871459960938,0.0878896713256836,"{'0001000': 17, '0100000': 7, '0000000': 892, '0000100': 63, '1000100': 2, '0000010': 14, '0010000': 7, '1010000': 1, '0000110': 1, '1000000': 8, '0000001': 7, '0100010': 1, '0000101': 4}",5,"{'1,2': 2, '2,1': 1, '0,1': 1}",{'0000000': 1024}
5,3,0.011984825134277344,0.07350373268127441,"{'0001000': 11, '0000000': 890, '0000001': 8, '0010000': 62, '0000100': 7, '1000000': 18, '0000010': 11, '1010000': 1, '0100000': 12, '0100001': 1, '0011000': 1, '0110000': 2}",2,{5: 1},0.011983633041381836,0.08549809455871582,"{'0001000': 12, '0100000': 17, '0000000': 891, '0010000': 11, '0000001': 59, '0000100': 11, '0000010': 10, '1000000': 6, '0001001': 1, '0000011': 1, '0100001': 2, '1000001': 1, '0000111': 1, '0100100': 1}",2,{1: 1},0.00798940658569336,0.08589291572570801,"{'0001000': 10, '0100000': 11, '0000000': 897, '1000100': 1, '0000010': 53, '0000001': 9, '0010000': 9, '1000000': 14, '1000010': 1, '0000100': 17, '1100000': 1, '0010010': 1}",2,{0: 1},0.00798940658569336,0.09139490127563477,"{'0001000': 9, '0101000': 1, '0100000': 5, '0000000': 915, '0000010': 52, '0000100': 11, '1000010': 2, '1000000': 9, '0000001': 8, '0010000': 10, '0100010': 1, '0001010': 1}",8,{0: 7},{'0000000': 1024}
5,4,0.0199739933013916,0.07691144943237305,"{'0010000': 7, '0001001': 8, '0000001': 410, '0010001': 5, '0000000': 544, '1000000': 6, '0001100': 1, '0000010': 10, '0000100': 9, '1000001': 3, '0000101': 4, '0001000': 7, '0100001': 1, '0000011': 3, '0100000': 3, '1010000': 1, '0010101': 2}",4,{1: 3},0.011983394622802734,0.08440947532653809,"{'0010001': 17, '0000000': 496, '0010000': 24, '0100001': 7, '0000001': 429, '0000100': 10, '0000101': 9, '0000010': 9, '0001000': 2, '1000001': 1, '0100000': 3, '0001001': 4, '0000011': 6, '1000000': 4, '0011000': 1, '0001011': 1, '1010001': 1}",4,{5: 3},0.014269113540649414,0.08490967750549316,"{'0100001': 5, '0000001': 469, '0100000': 8, '0000000': 450, '0000010': 24, '0000011': 22, '1010000': 1, '0000101': 10, '0001001': 3, '1000000': 7, '0000100': 7, '0000111': 4, '1000001': 6, '0010000': 2, '0010001': 2, '0001100': 1, '0001000': 3}",4,{0: 3},0.011983871459960938,0.09088516235351562,"{'0000001': 459, '0001000': 7, '0010001': 5, '0000000': 460, '0000010': 28, '0000011': 17, '1000010': 2, '0000100': 12, '1000011': 1, '0000101': 10, '0001001': 2, '0010000': 5, '1000001': 5, '0001010': 1, '0100001': 4, '1000000': 3, '1001011': 1, '0100101': 1, '0010010': 1}",11,{0: 10},"{'0000001': 496, '0000000': 528}"
6,2,0.013890743255615234,0.06694889068603516,"{'0000000': 12, '1010101': 1, '0011001': 6, '0010001': 729, '0000001': 34, '0010000': 185, '0010011': 16, '0110001': 6, '1011001': 1, '0010101': 9, '1010001': 7, '1010000': 4, '0011000': 1, '1000001': 1, '0000011': 1, '0010010': 5, '0010100': 4, '0001000': 2}",3,"{'1': 1, '1,3': 1}",0.007989883422851562,0.09536123275756836,"{'0011001': 61, '0010001': 835, '0011000': 1, '0010000': 29, '0000001': 47, '1011001': 1, '0010101': 11, '0110001': 13, '0110000': 1, '1010001': 11, '0010011': 8, '0000101': 2, '0001001': 2, '0111001': 1, '0011101': 1}",3,"{'5': 1, '5,3': 1}",0.006981611251831055,0.08998894691467285,"{'0011001': 50, '0010001': 858, '0010000': 40, '0000001': 36, '0010011': 4, '0000101': 1, '0110001': 10, '1010001': 8, '1011001': 1, '0010101': 10, '0000000': 1, '0001001': 1, '1110001': 1, '0111001': 1, '0011011': 1, '0010010': 1}",3,"{'5': 1, '5,3': 1}",0.010970592498779297,0.14461326599121094,"{'0010000': 40, '0011001': 55, '0000000': 32, '0001000': 7, '0010001': 774, '1011001': 2, '0010101': 18, '1010001': 9, '1000000': 1, '0110001': 7, '0000001': 30, '0011000': 1, '0000010': 11, '0001001': 1, '0010100': 1, '0010011': 29, '0011011': 2, '0010010': 1, '1000001': 1, '1010000': 1, '0000011': 1}",9,"{'0,1': 2, '1,3': 2, '4,5': 2, '0': 1, '1,0': 1, '3,1': 1, '5,4': 1, '3,5': 1}",{'0010001': 1024}
6,3,0.01695418357849121,0.07602262496948242,"{'0010000': 37, '0000001': 456, '0010001': 22, '0000000': 452, '0000101': 10, '0000100': 6, '0110000': 1, '1000001': 5, '0000011': 3, '0010010': 2, '0001000': 4, '0100000': 4, '0100001': 8, '0001001': 3, '0000010': 7, '1000000': 3, '0000110': 1}",4,{5: 3},0.012964963912963867,0.08588242530822754,"{'0001000': 5, '0010001': 25, '0000000': 463, '0001001': 2, '0010000': 28, '0000001': 440, '0110000': 1, '1000001': 12, '0000101': 8, '1001000': 1, '1000010': 1, '0000100': 12, '0000010': 5, '0110001': 1, '1000000': 6, '0100001': 1, '1010001': 1, '0010101': 3, '0000011': 4, '1010000': 1, '0100000': 4}",4,{5: 3},0.00798940658569336,0.09086203575134277,"{'0001000': 8, '0100000': 13, '0000000': 480, '0010000': 4, '0000001': 425, '0000011': 25, '1000000': 6, '0100101': 1, '0010001': 6, '1000001': 4, '0000111': 1, '1000100': 1, '0000010': 30, '0100001': 8, '1000011': 1, '0000101': 4, '1010001': 1, '0000100': 4, '0001001': 2}",4,{0: 3},0.003992795944213867,0.09292125701904297,"{'0001001': 7, '0010000': 7, '0000001': 431, '0100000': 4, '0000000': 494, '0000011': 24, '0000010': 21, '1000000': 9, '0000100': 7, '0000101': 6, '0001000': 3, '1000001': 4, '1100001': 2, '0100001': 1, '0010011': 1, '0010001': 1, '0100100': 1, '0011000': 1}",10,{0: 9},"{'0000000': 518, '0000001': 506}"
6,4,0.016954421997070312,0.07865047454833984,"{'0100001': 9, '0001001': 7, '0000001': 890, '0000000': 34, '0010001': 50, '0000101': 12, '0000011': 5, '0000100': 1, '0000111': 1, '1000001': 8, '0001000': 1, '1010001': 1, '0010000': 2, '0001011': 1, '0001101': 1, '0110001': 1}",3,{5: 2},0.011984109878540039,0.08889174461364746,"{'0100001': 16, '0001001': 13, '0000001': 767, '0001000': 2, '0000000': 186, '0000100': 4, '0000011': 9, '0000101': 7, '1000001': 4, '0010001': 6, '0100000': 2, '1000000': 3, '0000010': 2, '0011001': 1, '0010011': 1, '1010000': 1}",3,{1: 2},0.011983633041381836,0.08784008026123047,"{'0001001': 8, '0100001': 5, '0000001': 892, '0010001': 9, '0000000': 28, '0000011': 54, '1000011': 1, '0000101': 6, '0000111': 1, '1000001': 17, '0000010': 2, '0100011': 1}",3,{0: 2},0.007989645004272461,0.08740854263305664,"{'0000000': 34, '0001001': 10, '0100001': 5, '0000001': 883, '1000001': 19, '0000011': 40, '1000011': 2, '0000101': 19, '0000010': 3, '0010011': 1, '1000000': 1, '0010001': 6, '1010011': 1}",9,{0: 8},{'0000001': 1024}
6,5,0.0199737548828125,0.07190394401550293,"{'0100000': 4, '0001000': 17, '0000000': 556, '0000001': 381, '1000001': 11, '0000011': 2, '0010010': 1, '0000100': 10, '0000101': 5, '0001001': 4, '0110001': 1, '1000000': 16, '0010000': 6, '0010001': 4, '0000010': 4, '0100001': 2}",4,{1: 3},0.011983871459960938,0.09187912940979004,"{'0010001': 24, '0000000': 481, '0001001': 2, '0010000': 28, '0000001': 440, '0000100': 6, '0000010': 6, '1000001': 4, '0100001': 10, '0100000': 4, '0000110': 1, '1000000': 3, '1010000': 2, '1000011': 1, '0000101': 5, '0000011': 4, '0010011': 1, '0100100': 1, '0001000': 1}",4,{5: 3},0.01597905158996582,0.09248566627502441,"{'0001001': 7, '0000001': 454, '0010001': 3, '0100000': 7, '0000000': 461, '0000010': 26, '0000011': 20, '0000100': 11, '1000000': 7, '0010000': 4, '0001000': 5, '1000001': 8, '0000101': 5, '1000011': 1, '0100001': 4, '1100000': 1}",4,{0: 3},0.011984109878540039,0.09091615676879883,"{'0001001': 10, '0010000': 11, '0000001': 428, '0001000': 10, '0000000': 466, '0000010': 23, '1000010': 1, '0000100': 10, '1000001': 11, '1000101': 1, '0000011': 22, '0100000': 6, '0100001': 13, '0000101': 6, '1000000': 5, '0010001': 1}",12,{0: 11},"{'0000000': 515, '0000001': 509}"
7,2,0.020453453063964844,0.093994140625,"{'0001001': 10, '0000001': 428, '0001000': 3, '0100000': 11, '0000000': 517, '0000100': 6, '0000011': 4, '0000010': 11, '0000110': 1, '1000000': 8, '0000101': 9, '0010001': 6, '0100100': 1, '1000001': 3, '0010000': 4, '0100001': 2}",5,"{'1': 3, '1,3': 1}",0.011983633041381836,0.18119597434997559,"{'0010001': 27, '0100000': 9, '0000000': 458, '0001001': 4, '0000001': 442, '0010000': 36, '0110001': 1, '1000000': 5, '0000100': 6, '0001000': 8, '0100001': 7, '0000010': 4, '0000011': 6, '0000101': 6, '1001000': 1, '1000001': 3, '0010101': 1}",5,"{'5': 3, '5,3': 1}",0.011918067932128906,0.09934425354003906,"{'0001000': 12, '0000000': 535, '0001001': 5, '0000001': 424, '0000101': 5, '0100100': 1, '0000100': 7, '0110000': 1, '1000001': 5, '0010000': 4, '0000010': 6, '0100001': 6, '0100000': 2, '0101000': 1, '1000101': 1, '0000011': 2, '1001001': 1, '0010001': 1, '1000000': 5}",5,"{'1': 3, '1,3': 1}",0.011967897415161133,0.0892801284790039,"{'0100000': 6, '0000000': 438, '1000001': 7, '0000111': 3, '0000001': 442, '0000101': 37, '0000011': 12, '0000100': 37, '0100001': 1, '0001010': 1, '0010101': 1, '1000100': 1, '0000010': 9, '0001000': 5, '0010000': 3, '0101001': 1, '0010001': 6, '0001100': 1, '1100001': 1, '0000110': 2, '1000000': 6, '0001001': 3, '0010100': 1}",8,"{'0': 3, '1,2': 2, '2,1': 1, '0,1': 1}","{'0000000': 517, '0000001': 507}"
7,3,0.019974470138549805,0.07298159599304199,"{'0001000': 9, '0000000': 899, '1010001': 1, '0000100': 22, '0010000': 11, '0000001': 51, '0000010': 9, '1000001': 1, '0110000': 1, '1100000': 1, '1000000': 13, '0100000': 3, '0011000': 1, '0010001': 1, '0000101': 1}",3,"{'1': 1, '1,3': 1}",0.011984586715698242,0.12355327606201172,"{'0100000': 8, '0001000': 15, '0000000': 896, '0010000': 6, '0000001': 59, '1000000': 9, '0000010': 14, '1000001': 3, '0000100': 10, '0100001': 2, '0001001': 1, '0010010': 1}",3,"{'1': 1, '1,3': 1}",0.014971494674682617,0.09640789031982422,"{'0101000': 4, '0100000': 6, '0001000': 42, '0000000': 926, '1000010': 1, '0000100': 6, '1000000': 5, '0000001': 14, '0010000': 14, '0001010': 1, '1000001': 1, '0000010': 3, '1001000': 1}",3,"{'5': 1, '5,3': 1}",0.013962745666503906,0.10342788696289062,"{'0001000': 55, '0000000': 869, '0010000': 4, '1000010': 1, '0000100': 18, '0000010': 18, '1001001': 4, '1000001': 13, '1000011': 6, '0100000': 11, '1000000': 9, '0000001': 8, '1001000': 1, '0100001': 1, '0000011': 2, '0101000': 2, '1011001': 1, '1100011': 1}",14,"{'0': 6, '0,1': 2, '1,3': 2, '5,6': 2, '1,0': 1, '3,1': 1, '6,5': 1, '3,5': 1}",{'0000000': 1024}
7,4,0.02094435691833496,0.0882408618927002,"{'0010001': 17, '0000000': 412, '0010000': 32, '0000001': 501, '0000100': 10, '0110001': 1, '0000110': 1, '1000000': 9, '0000101': 8, '0000011': 6, '1000100': 1, '0000010': 2, '0001000': 5, '0100000': 7, '1010000': 1, '0001001': 3, '0100001': 6, '1000001': 2}",4,{5: 3},0.013962984085083008,0.0796823501586914,"{'0001001': 4, '0010000': 4, '0000001': 400, '0010001': 3, '0001000': 8, '0000000': 559, '0100011': 1, '1000001': 1, '0000111': 3, '0100000': 10, '0100001': 4, '1000000': 5, '0000101': 3, '0000010': 4, '0000011': 5, '0000100': 9, '0010011': 1}",4,{1: 3},0.00927114486694336,0.10196542739868164,"{'0000010': 27, '0000000': 467, '0001001': 3, '0100001': 9, '0000001': 463, '1000011': 2, '0000101': 6, '0000011': 20, '0100000': 3, '0000100': 5, '0010010': 1, '0010001': 1, '1000000': 7, '1000001': 4, '0001000': 3, '0010000': 3}",4,{0: 3},0.008975744247436523,0.09154033660888672,"{'0001000': 7, '0000000': 504, '0000110': 1, '1000000': 12, '0001001': 7, '0010000': 5, '0000001': 406, '0000011': 28, '0000010': 27, '1000001': 8, '0010001': 1, '0100000': 5, '0000101': 4, '0000100': 7, '0100001': 2}",11,{0: 10},"{'0000000': 480, '0000001': 544}"
7,5,0.01597905158996582,0.0799093246459961,"{'0001000': 5, '0100000': 16, '0000000': 906, '1000010': 1, '0000100': 15, '0000001': 14, '0010000': 43, '0000010': 10, '1000000': 10, '0001010': 1, '0010010': 1, '0010100': 1, '0110000': 1}",2,{5: 1},0.015978336334228516,0.14939522743225098,"{'0100000': 7, '0001000': 9, '0000000': 907, '0010000': 6, '0000001': 54, '1000000': 11, '0000100': 12, '1000100': 1, '0000010': 11, '0110000': 1, '1000001': 1, '0000011': 2, '0011000': 1, '0000101': 1}",2,{1: 1},0.199127197265625,0.13158202171325684,"{'0100000': 7, '1000110': 1, '0000000': 916, '0000010': 40, '0000110': 2, '1000000': 13, '0010000': 4, '0001010': 3, '0000001': 8, '1000010': 1, '0000100': 15, '0001000': 11, '0010010': 2, '0000101': 1}",2,{0: 1},0.007509469985961914,0.13371753692626953,"{'0001000': 8, '0100000': 11, '0000000': 899, '1000100': 1, '0000010': 51, '0000001': 10, '0010000': 8, '0000110': 1, '1000000': 18, '1100000': 1, '0000011': 2, '1000010': 1, '0000100': 11, '0010001': 1, '0000101': 1}",10,{0: 9},{'0000000': 1024}
7,6,0.028676986694335938,0.1535017490386963,"{'0010000': 5, '0000001': 408, '0001000': 3, '0000000': 566, '1000001': 4, '1000000': 7, '0000101': 5, '0000100': 4, '0000011': 6, '0001001': 5, '0100000': 4, '0000010': 3, '0100001': 2, '0010001': 2}",4,{1: 3},0.020580530166625977,0.13693618774414062,"{'0010001': 26, '0001000': 7, '0100000': 8, '0000000': 451, '0010000': 23, '0000001': 455, '0000101': 7, '0110001': 2, '1000000': 8, '0001001': 6, '0110000': 1, '1000001': 11, '0000011': 6, '0001010': 1, '0100001': 7, '1010000': 1, '0000100': 1, '0000010': 1, '1001001': 1, '0001011': 1}",4,{5: 3},0.017414569854736328,0.13732457160949707,"{'0010000': 3, '0000001': 441, '0000000': 473, '0000010': 32, '0000100': 6, '1001000': 1, '1000011': 1, '0000101': 3, '1000101': 1, '0000011': 25, '0100001': 3, '0000110': 1, '1000000': 10, '0001001': 5, '0010001': 2, '0001000': 9, '0100000': 5, '1000001': 3}",4,{0: 3},0.01196742057800293,0.12532520294189453,"{'0000001': 445, '1000001': 11, '0000111': 1, '0000011': 22, '0000000': 455, '0000010': 29, '1000010': 1, '0000100': 10, '1000011': 1, '0000101': 8, '0010001': 4, '0001000': 4, '0100001': 4, '0110001': 1, '1000000': 10, '0001001': 4, '0010000': 6, '0100000': 8}",13,{0: 12},"{'0000000': 522, '0000001': 502}"
8,3,0.019946575164794922,0.1145632266998291,"{'0001001': 16, '0000001': 454, '1010000': 10, '1000000': 438, '0000011': 4, '0000000': 34, '0100000': 2, '0000111': 1, '1000001': 10, '1100000': 4, '0001000': 5, '1000100': 5, '0000101': 5, '1000010': 5, '1001000': 19, '0010001': 7, '0100001': 4, '1001010': 1}",6,"{'5': 4, '5,3': 1}",0.01595759391784668,0.10117220878601074,"{'0001001': 26, '0000001': 436, '1000000': 429, '0000111': 1, '1000001': 16, '1010000': 12, '0000101': 9, '0000000': 28, '1000100': 13, '1001000': 24, '1101100': 1, '0100001': 8, '0010001': 3, '1100000': 3, '0000100': 1, '1000010': 5, '0001000': 3, '1101000': 1, '0000011': 3, '0001101': 1, '1010001': 1}",6,"{'5': 4, '5,3': 1}",0.017186641693115234,0.099578857421875,"{'0000001': 448, '0001001': 25, '1000100': 13, '1001000': 27, '1000000': 407, '0010001': 4, '0000000': 48, '0000111': 1, '1000001': 16, '0100001': 7, '0000101': 9, '0000011': 5, '0101001': 1, '1100000': 2, '1000010': 3, '0010000': 2, '0001000': 1, '1010000': 3, '1010100': 1, '1001100': 1}",6,"{'5': 4, '5,3': 1}",0.016014575958251953,0.0941934585571289,"{'0001001': 22, '0000001': 438, '1000000': 417, '0000011': 13, '0010001': 4, '0000100': 2, '1000010': 18, '1000001': 8, '1000011': 1, '0000101': 11, '0000000': 33, '0000010': 1, '1001000': 23, '1100100': 1, '1001100': 2, '1010000': 3, '0001010': 1, '0100001': 9, '1100000': 8, '0001000': 5, '1001010': 1, '0011001': 1, '1101000': 1, '0001101': 1}",12,"{'0': 3, '0,1': 2, '1,3': 2, '5,6': 2, '1,0': 1, '3,1': 1, '6,5': 1, '3,5': 1, '3': 1}","{'0000001': 525, '1000000': 499}"
8,4,0.023968219757080078,0.07906126976013184,"{'0001000': 8, '0000000': 885, '0001001': 1, '0000001': 14, '0010000': 65, '0000100': 10, '0000010': 19, '1000000': 14, '0000011': 1, '0010110': 1, '0010100': 1, '0100000': 3, '0010001': 1, '1100000': 1}",3,"{'5': 1, '5,3': 1}",0.015148401260375977,0.09801244735717773,"{'1000000': 13, '0001000': 16, '0010001': 1, '0000000': 889, '0000011': 2, '0010000': 16, '0000001': 46, '0000010': 18, '0000100': 11, '0100000': 6, '0001001': 2, '0100001': 1, '1000001': 1, '0010010': 1, '1001000': 1}",3,"{'1': 1, '1,3': 1}",0.012258768081665039,0.10137295722961426,"{'0010000': 16, '0000001': 17, '0001000': 6, '0000000': 901, '1000010': 1, '0000100': 10, '0000010': 43, '1000000': 12, '0000011': 4, '0100000': 10, '0100100': 1, '0010010': 2, '0001011': 1}",3,"{'0': 1, '0,1': 1}",0.011802434921264648,0.09164071083068848,"{'0001000': 10, '0000000': 894, '0000011': 3, '0000010': 64, '0000100': 17, '0000001': 11, '0010000': 7, '0000110': 2, '1000000': 8, '0100000': 7, '0010100': 1}",13,"{'0': 11, '0,1': 1}",{'0000000': 1024}
8,5,0.01894974708557129,0.08720803260803223,"{'0010000': 31, '0100001': 7, '0000001': 441, '0100000': 3, '0000000': 471, '0000100': 7, '0110101': 1, '0000010': 7, '0000101': 7, '0110000': 2, '1000001': 7, '0010001': 19, '1000000': 8, '0010100': 1, '0000011': 3, '1010001': 1, '0010101': 2, '1001001': 1, '0001000': 4, '0001001': 1}",4,{5: 3},0.020010948181152344,0.10443711280822754,"{'0001000': 5, '0010001': 6, '0000000': 575, '0100001': 10, '0000001': 378, '0000100': 13, '0100100': 1, '0000101': 8, '0000010': 4, '0010000': 4, '0100000': 6, '1000001': 2, '0001001': 7, '0010101': 1, '1000000': 1, '0000011': 3}",4,{1: 3},0.015543937683105469,0.0997321605682373,"{'0100000': 4, '0010001': 4, '0000000': 491, '0001001': 3, '0000001': 441, '1000000': 9, '0000110': 1, '0000010': 21, '0000011': 16, '0000111': 1, '1000001': 7, '0001000': 7, '0000100': 4, '1000010': 1, '0001010': 1, '0100001': 4, '0100011': 2, '0010000': 2, '0000101': 5}",4,{0: 3},0.009973526000976562,0.0937495231628418,"{'0000011': 34, '0010001': 4, '0001000': 8, '0000000': 466, '0000001': 446, '0000100': 5, '0000101': 5, '0000010': 22, '1000000': 5, '0010000': 4, '1000001': 6, '0001010': 2, '0100001': 5, '0100010': 1, '0001001': 7, '0100100': 1, '0100000': 3}",16,{0: 15},"{'0000001': 497, '0000000': 527}"
8,6,0.017952680587768555,0.07779145240783691,"{'0010001': 1, '0100000': 21, '0000000': 882, '0000001': 11, '0010000': 58, '0000100': 18, '0000010': 12, '0000110': 1, '1000000': 6, '0110000': 3, '0001000': 9, '0011000': 1, '0010100': 1}",2,{5: 1},0.015957355499267578,0.1008450984954834,"{'0100000': 10, '0001000': 21, '0000000': 901, '0000100': 11, '0010000': 45, '1010000': 2, '0000010': 12, '1000001': 1, '0110000': 1, '1000000': 9, '0000001': 7, '0000101': 1, '0001100': 1, '0011000': 1, '0010100': 1}",2,{5: 1},0.013962507247924805,0.10073041915893555,"{'0001000': 10, '0100000': 8, '0000000': 916, '1000010': 1, '0000100': 12, '0100010': 1, '0000010': 53, '0010000': 4, '0000110': 1, '1000000': 6, '0000001': 8, '0110000': 2, '1000001': 1, '0011011': 1}",2,{0: 1},0.010971307754516602,0.12189269065856934,"{'0100000': 9, '0001000': 14, '0000000': 888, '0100010': 1, '0000010': 54, '0000110': 2, '1000000': 13, '0000001': 17, '0000011': 2, '1000010': 3, '0000100': 14, '0010000': 6, '0010010': 1}",15,{0: 14},{'0000000': 1024}
