cost,depth,tqc3TT,tqc3Depth,tqc3Qubits,tqc2TT,tqc2Depth,tqc2Qubits,tqc1TT,tqc1Depth,tqc1Qubits,tqc0TT,tqc0Depth,tqc0Qubits
27,12,0.05635952949523926,5,"{'114': 3, '114,115': 1, '114,113': 1}",0.037227630615234375,5,"{'114': 3, '114,115': 1, '114,113': 1}",0.034423828125,6,"{'10': 4, '10,11': 1, '10,9': 1}",0.08207321166992188,71,"{'57': 12, '0': 9, '58,71': 4, '71': 3, '113,114': 2, '41,53': 2, '14,18': 2, '0,14': 2, '71,58': 2, '91,98': 2, '58,59': 2, '98,99': 2, '59,60': 2, '79,91': 2, '53,60': 2, '100,110': 2, '52,56': 2, '78,79': 2, '116,117': 2, '115,116': 2, '37,52': 2, '77,78': 2, '40,41': 2, '39,40': 2, '117,118': 2, '33,39': 2, '20,33': 2, '57,58': 2, '19,20': 2, '99,100': 2, '18,19': 2, '110,118': 2, '114,115': 2, '100,99': 1, '91,79': 1, '99,98': 1, '98,91': 1, '79,78': 1, '78,77': 1, '71,77': 1, '58,57': 1, '57,56': 1, '110,100': 1, '14,0': 1, '118,110': 1, '52,37': 1, '18,14': 1, '19,18': 1, '20,19': 1, '33,20': 1, '39,33': 1, '40,39': 1, '41,40': 1, '53,41': 1, '118,117': 1, '56,52': 1, '60,53': 1, '60,59': 1, '59,58': 1, '115,114': 1, '116,115': 1, '117,116': 1, '114,113': 1}"
27,13,0.08222389221191406,9,"{'10': 6, '9': 5, '10,9': 3}",0.06002187728881836,5,"{'113': 2, '113,114': 2, '114,113': 1}",0.032907962799072266,5,"{'113': 2, '113,114': 2, '114,113': 1}",0.10273528099060059,40,"{'19': 21, '0': 7, '14,18': 2, '18,19': 2, '23,24': 2, '0,14': 2, '21,22': 2, '20,21': 2, '19,20': 2, '22,23': 2, '14,0': 1, '18,14': 1, '19,18': 1, '24,23': 1, '23,22': 1, '22,21': 1, '21,20': 1, '20,19': 1}"
27,14,0.06681418418884277,11,"{'114': 10, '113': 4, '113,114': 1}",0.035962581634521484,6,"{'113': 5, '113,114': 1}",0.029239416122436523,6,"{'9': 5, '9,10': 1}",0.09276294708251953,58,"{'0': 25, '39': 14, '62,72': 2, '53,60': 2, '18,19': 2, '19,20': 2, '40,41': 2, '20,33': 2, '33,39': 2, '41,53': 2, '0,14': 2, '14,18': 2, '61,62': 2, '60,61': 2, '39,40': 1, '41,40': 1, '53,41': 1, '60,53': 1, '14,0': 1, '61,60': 1, '62,61': 1, '39,33': 1, '33,20': 1, '20,19': 1, '19,18': 1, '18,14': 1, '72,62': 1}"
27,15,0.07800483703613281,10,"{'10': 7, '9': 4, '10,9': 3}",0.03823661804199219,6,"{'113': 3, '113,114': 2, '114,113': 1}",0.03100728988647461,6,"{'113': 3, '113,114': 2, '114,113': 1}",0.13498806953430176,55,"{'60': 19, '0': 3, '99,100': 2, '40,41': 2, '78,79': 2, '91,98': 2, '98,99': 2, '77,78': 2, '14,18': 2, '0,14': 2, '100,110': 2, '53,60': 2, '71,77': 2, '41,53': 2, '79,91': 2, '58,71': 2, '39,40': 2, '33,39': 2, '58,59': 2, '20,33': 2, '19,20': 2, '60,59': 2, '18,19': 2, '91,79': 1, '71,58': 1, '78,77': 1, '59,58': 1, '79,78': 1, '59,60': 1, '77,71': 1, '14,0': 1, '98,91': 1, '99,98': 1, '100,99': 1, '60,53': 1, '53,41': 1, '41,40': 1, '40,39': 1, '39,33': 1, '33,20': 1, '20,19': 1, '19,18': 1, '18,14': 1, '110,100': 1}"
27,16,0.09289050102233887,11,"{'10': 8, '9': 4, '10,9': 3}",0.04402327537536621,8,"{'9': 5, '9,10': 2, '10,9': 1}",0.0399014949798584,8,"{'9': 5, '9,10': 2, '10,9': 1}",0.2294151782989502,63,"{'0': 36, '33': 9, '59,60': 2, '18,19': 2, '33,39': 2, '19,20': 2, '20,33': 2, '39,40': 2, '58,59': 2, '0,14': 2, '14,18': 2, '53,60': 2, '40,41': 2, '41,53': 2, '53,41': 1, '39,33': 1, '40,39': 1, '41,40': 1, '14,0': 1, '60,53': 1, '59,58': 1, '33,20': 1, '20,19': 1, '19,18': 1, '18,14': 1, '60,59': 1}"
27,17,0.0672447681427002,11,"{'114': 10, '113': 1, '113,114': 1}",0.03826904296875,3,"{'9': 2, '9,10': 1}",0.03494763374328613,3,"{'113': 2, '113,114': 1}",0.11100196838378906,41,"{'4': 16, '0': 12, '24,34': 2, '22,23': 2, '2,3': 2, '3,4': 2, '15,22': 2, '34,43': 2, '0,1': 2, '1,2': 2, '23,24': 2, '4,15': 1, '22,15': 1, '23,22': 1, '1,0': 1, '24,23': 1, '34,24': 1, '4,3': 1, '3,2': 1, '2,1': 1, '43,34': 1}"
27,18,0.11514687538146973,15,"{'11': 10, '10': 9, '9': 4, '10,11': 1, '9,10': 1}",0.04089021682739258,6,"{'10': 4, '10,11': 1, '10,9': 1}",0.03777456283569336,6,"{'10': 4, '10,11': 1, '10,9': 1}",0.11107826232910156,113,"{'0': 33, '82': 20, '41': 13, '53,60': 4, '41,53': 3, '62,72': 2, '58,59': 2, '59,60': 2, '0,14': 2, '14,18': 2, '60,61': 2, '61,62': 2, '72,81': 2, '71,77': 2, '81,82': 2, '122,123': 2, '111,122': 2, '104,111': 2, '103,104': 2, '102,103': 2, '92,102': 2, '83,92': 2, '58,71': 2, '60,53': 2, '19,20': 2, '33,39': 2, '76,77': 2, '20,33': 2, '75,76': 2, '18,19': 2, '75,90': 2, '39,40': 2, '40,41': 2, '77,71': 1, '122,111': 1, '20,19': 1, '111,104': 1, '19,18': 1, '104,103': 1, '33,20': 1, '103,102': 1, '102,92': 1, '18,14': 1, '92,83': 1, '82,83': 1, '123,122': 1, '81,72': 1, '82,81': 1, '77,76': 1, '39,33': 1, '72,62': 1, '62,61': 1, '40,39': 1, '61,60': 1, '53,41': 1, '41,40': 1, '90,75': 1, '60,59': 1, '76,75': 1, '59,58': 1, '71,58': 1, '14,0': 1}"
27,19,0.09071230888366699,8,"{'114': 6, '113': 5, '113,114': 1, '114,115': 1}",0.05286002159118652,2,"{'10,9': 1, '10,11': 1}",0.03542494773864746,2,"{'10,9': 1, '10,11': 1}",0.12426400184631348,98,"{'46': 19, '61': 16, '0': 10, '61,62': 3, '14,18': 2, '79,80': 2, '53,60': 2, '60,61': 2, '110,118': 2, '0,14': 2, '99,100': 2, '98,99': 2, '91,98': 2, '79,91': 2, '80,81': 2, '35,47': 2, '72,81': 2, '62,72': 2, '62,63': 2, '63,64': 2, '54,64': 2, '45,54': 2, '45,46': 2, '41,53': 2, '100,110': 2, '29,30': 2, '40,41': 2, '28,29': 2, '18,19': 2, '39,40': 2, '33,39': 2, '20,33': 2, '19,20': 2, '17,30': 2, '28,35': 2, '63,62': 1, '72,62': 1, '30,17': 1, '14,0': 1, '62,61': 1, '41,40': 1, '20,19': 1, '81,72': 1, '64,54': 1, '19,18': 1, '54,45': 1, '46,45': 1, '46,47': 1, '64,63': 1, '80,79': 1, '30,29': 1, '81,80': 1, '53,41': 1, '40,39': 1, '60,53': 1, '61,60': 1, '39,33': 1, '18,14': 1, '110,100': 1, '35,28': 1, '100,99': 1, '99,98': 1, '33,20': 1, '98,91': 1, '91,79': 1, '29,28': 1, '47,35': 1, '118,110': 1}"
27,20,0.05331277847290039,3,{109: 3},0.04190468788146973,3,{13: 3},0.02619314193725586,3,{0: 3},0.021941661834716797,66,{0: 66}
27,21,0.07001018524169922,11,"{'114': 10, '113,114': 1, '113': 1}",0.04363512992858887,2,"{'9,10': 1, '9': 1}",0.033498287200927734,4,"{'9': 3, '9,10': 1}",0.2451932430267334,77,"{'0': 45, '41': 7, '79,80': 2, '33,39': 2, '80,81': 2, '61,62': 2, '14,18': 2, '0,14': 2, '40,41': 2, '39,40': 2, '62,72': 2, '60,61': 2, '20,33': 2, '53,60': 2, '19,20': 2, '18,19': 2, '72,81': 2, '61,60': 1, '62,61': 1, '60,53': 1, '41,53': 1, '72,62': 1, '14,0': 1, '81,72': 1, '81,80': 1, '80,79': 1, '40,39': 1, '39,33': 1, '33,20': 1, '20,19': 1, '19,18': 1, '18,14': 1, '41,40': 1}"
27,22,0.07390189170837402,11,"{'10': 10, '9': 4, '9,10': 1}",0.04886746406555176,5,"{'113': 4, '113,114': 1}",0.041506052017211914,6,"{'113': 5, '113,114': 1}",0.1385936737060547,106,"{'0': 72, '22': 15, '45,46': 2, '34,43': 2, '2,3': 2, '3,4': 2, '23,24': 2, '4,15': 2, '15,22': 2, '24,34': 2, '0,1': 2, '1,2': 2, '44,45': 2, '43,44': 2, '22,23': 1, '24,23': 1, '34,24': 1, '43,34': 1, '1,0': 1, '44,43': 1, '45,44': 1, '22,15': 1, '15,4': 1, '4,3': 1, '3,2': 1, '2,1': 1, '46,45': 1}"
27,23,0.04088950157165527,1,{109: 1},0.032947540283203125,1,{109: 1},0.02989053726196289,1,{0: 1},0.02544879913330078,87,{0: 87}
27,24,0.03998994827270508,3,{13: 3},0.031906843185424805,3,{13: 3},0.026927709579467773,3,{0: 3},0.02640986442565918,42,{0: 42}
27,25,0.038895606994628906,1,{109: 1},0.07453703880310059,1,{109: 1},0.030917882919311523,1,{0: 1},0.02645134925842285,29,{0: 29}
27,26,0.049506187438964844,3,{109: 3},0.03288626670837402,3,{13: 3},0.02492976188659668,3,{0: 3},0.018458127975463867,72,{0: 72}
28,4,0.0468754768371582,5,"{'10,11': 2, '11,10': 1, '10': 1, '10,9': 1}",0.034906625747680664,8,"{'96,97': 2, '96,109': 2, '97,96': 1, '96': 1, '96,95': 1, '109,96': 1}",0.02991771697998047,8,"{'12,17': 2, '12,13': 2, '17,12': 1, '12': 1, '12,11': 1, '13,12': 1}",0.05433964729309082,56,"{'60,61': 4, '41,53': 4, '61,62': 4, '53,60': 4, '0,14': 2, '68,69': 2, '67,68': 2, '79,80': 2, '80,81': 2, '72,81': 2, '62,72': 2, '62,61': 2, '61,60': 2, '70,74': 2, '60,53': 2, '53,41': 2, '62,63': 2, '63,64': 2, '64,65': 2, '65,66': 2, '66,67': 2, '69,70': 2, '79,91': 2, '14,18': 2, '74,89': 2, '39,40': 2, '20,33': 2, '40,41': 2, '18,19': 2, '58,59': 2, '33,39': 2, '19,20': 2, '58,71': 2, '74,70': 1, '60,59': 1, '20,19': 1, '41': 1, '19,18': 1, '63,62': 1, '64,63': 1, '65,64': 1, '18,14': 1, '66,65': 1, '33,20': 1, '40,39': 1, '39,33': 1, '89,74': 1, '72,62': 1, '41,40': 1, '81,72': 1, '81,80': 1, '71,58': 1, '80,79': 1, '91,79': 1, '14,0': 1, '68,67': 1, '59,58': 1, '69,68': 1, '70,69': 1, '67,66': 1}"
28,5,0.09223747253417969,15,"{'114': 9, '114,115': 2, '114,113': 2, '115,114': 1, '113,114': 1}",0.039263248443603516,15,"{'10': 9, '10,11': 2, '10,9': 2, '11,10': 1, '9,10': 1}",0.03990006446838379,15,"{'10': 9, '10,11': 2, '10,9': 2, '11,10': 1, '9,10': 1}",0.19632172584533691,54,"{'33,39': 4, '60,61': 4, '53,60': 4, '40,41': 4, '39,40': 4, '0': 3, '61': 3, '53,41': 3, '41,53': 3, '53': 3, '103,104': 2, '61,60': 2, '81,82': 2, '83,92': 2, '92,102': 2, '72,81': 2, '102,103': 2, '20,33': 2, '62,72': 2, '104,105': 2, '105,106': 2, '106,107': 2, '0,14': 2, '14,18': 2, '60,53': 2, '61,62': 2, '18,19': 2, '41,40': 2, '19,20': 2, '40,39': 2, '39,33': 2, '82,83': 2, '83,82': 1, '72,62': 1, '62,61': 1, '81,72': 1, '82,81': 1, '14,0': 1, '33,20': 1, '92,83': 1, '102,92': 1, '103,102': 1, '104,103': 1, '105,104': 1, '106,105': 1, '18,14': 1, '19,18': 1, '20,19': 1, '107,106': 1}"
28,6,0.061876535415649414,6,"{'9': 3, '9,10': 2, '10,9': 1}",0.04288601875305176,9,"{'114': 3, '114,115': 2, '114,113': 2, '115,114': 1, '113,114': 1}",0.041449785232543945,9,"{'10': 3, '10,11': 2, '10,9': 2, '11,10': 1, '9,10': 1}",0.05767011642456055,51,"{'0': 7, '37': 5, '38,39': 4, '37,38': 4, '34,43': 2, '71,77': 2, '57,58': 2, '76,77': 2, '75,76': 2, '56,57': 2, '75,90': 2, '0,14': 2, '90,94': 2, '41,42': 2, '52,56': 2, '42,43': 2, '38,37': 2, '58,71': 2, '39,38': 2, '37,52': 2, '33,39': 2, '20,33': 2, '19,20': 2, '39,40': 2, '18,19': 2, '14,18': 2, '40,41': 2, '56,52': 1, '57,56': 1, '52,37': 1, '58,57': 1, '40,39': 1, '71,58': 1, '94,90': 1, '77,71': 1, '77,76': 1, '76,75': 1, '90,75': 1, '42,41': 1, '43,42': 1, '43,34': 1, '39,33': 1, '33,20': 1, '20,19': 1, '19,18': 1, '18,14': 1, '14,0': 1, '41,40': 1}"
28,7,0.21394824981689453,22,"{'28': 9, '29': 6, '47': 2, '35,47': 2, '28,29': 2, '47,48': 1, '47,46': 1, '47,35': 1, '28,35': 1, '35,28': 1, '29,30': 1}",0.12720060348510742,73,"{'73,85': 6, '64,65': 4, '84,85': 4, '85,86': 4, '63,64': 4, '66,73': 3, '85,73': 3, '85,84': 3, '66': 3, '102,103': 2, '92,102': 2, '77,78': 2, '87,93': 2, '93,106': 2, '106,107': 2, '86,85': 2, '78,79': 2, '9,10': 2, '79,80': 2, '80,81': 2, '72,81': 2, '62,72': 2, '62,63': 2, '83,92': 2, '64,63': 2, '75,76': 2, '65,64': 2, '65,66': 2, '66,65': 2, '73,66': 2, '76,77': 2, '9': 2, '46,47': 2, '45,46': 2, '17,30': 2, '28,29': 2, '28,35': 2, '12,17': 2, '35,47': 2, '11,12': 2, '29,30': 2, '10,11': 2, '75,90': 2, '45,54': 2, '106,93': 1, '30,17': 1, '12,11': 1, '84,83': 1, '92,83': 1, '107,106': 1, '10,9': 1, '102,92': 1, '17,12': 1, '93,87': 1, '103,102': 1, '11,10': 1, '86,87': 1, '76,75': 1, '29,28': 1, '30,29': 1, '47,46': 1, '77,76': 1, '78,77': 1, '54,45': 1, '46,45': 1, '80,79': 1, '81,80': 1, '81,72': 1, '90,75': 1, '72,62': 1, '47,35': 1, '63,62': 1, '35,28': 1, '64,54': 1, '54,64': 1, '79,78': 1}",0.10888051986694336,72,"{'73,85': 6, '84,85': 6, '63,64': 4, '85,86': 4, '64,65': 4, '65,66': 4, '73': 3, '85,84': 3, '85,73': 3, '77,78': 2, '62,63': 2, '9,10': 2, '79,80': 2, '80,81': 2, '72,81': 2, '62,72': 2, '78,79': 2, '64,63': 2, '75,76': 2, '65,64': 2, '66,65': 2, '73,66': 2, '102,103': 2, '92,102': 2, '83,92': 2, '86,85': 2, '106,107': 2, '93,106': 2, '87,93': 2, '76,77': 2, '9': 2, '11,12': 2, '10,11': 2, '17,30': 2, '28,29': 2, '28,35': 2, '12,17': 2, '35,47': 2, '46,47': 2, '29,30': 2, '45,46': 2, '75,90': 2, '45,54': 2, '10,9': 1, '86,87': 1, '103,102': 1, '17,12': 1, '102,92': 1, '93,87': 1, '92,83': 1, '107,106': 1, '84,83': 1, '12,11': 1, '66,73': 1, '106,93': 1, '11,10': 1, '90,75': 1, '29,28': 1, '30,17': 1, '30,29': 1, '77,76': 1, '54,45': 1, '78,77': 1, '46,45': 1, '80,79': 1, '47,46': 1, '81,80': 1, '81,72': 1, '47,35': 1, '72,62': 1, '63,62': 1, '35,28': 1, '64,54': 1, '54,64': 1, '76,75': 1, '79,78': 1}",0.09287500381469727,82,"{'81,82': 6, '61,62': 6, '72,81': 6, '0': 5, '80,81': 4, '58,59': 4, '41,53': 4, '53,60': 4, '60,61': 4, '62,72': 4, '59,60': 4, '72': 3, '82,81': 3, '40,41': 3, '62,61': 3, '81,72': 3, '72,62': 3, '86,87': 2, '85,86': 2, '87,93': 2, '84,85': 2, '93,106': 2, '0,14': 2, '106,107': 2, '83,84': 2, '71,77': 2, '76,77': 2, '75,76': 2, '90,94': 2, '59,58': 2, '14,18': 2, '81,80': 2, '60,59': 2, '33,39': 2, '75,90': 2, '18,19': 2, '53,41': 2, '19,20': 2, '78,79': 2, '61,60': 2, '39,40': 2, '60,53': 2, '20,33': 2, '82,83': 1, '14,0': 1, '84,83': 1, '33,20': 1, '40,39': 1, '85,84': 1, '86,85': 1, '79,78': 1, '80,79': 1, '87,86': 1, '41,40': 1, '93,87': 1, '106,93': 1, '107,106': 1, '58,71': 1, '77,71': 1, '19,18': 1, '77,76': 1, '76,75': 1, '90,75': 1, '39,33': 1, '94,90': 1, '18,14': 1, '20,19': 1}"
28,8,0.10660147666931152,13,"{'9': 6, '10': 6, '10,9': 3, '10,11': 2, '11,10': 1}",0.053562164306640625,6,"{'10,11': 2, '10,9': 2, '11,10': 1, '9,10': 1}",0.04227423667907715,6,"{'10,11': 2, '10,9': 2, '11,10': 1, '9,10': 1}",0.07372903823852539,72,"{'44': 20, '39': 10, '44,45': 2, '43,44': 2, '42,43': 2, '41,42': 2, '40,41': 2, '39,40': 2, '46,47': 2, '39,38': 2, '37,38': 2, '37,52': 2, '52,56': 2, '56,57': 2, '58,71': 2, '71,77': 2, '45,46': 2, '0,14': 2, '57,58': 2, '48,49': 2, '33,39': 2, '19,20': 2, '49,50': 2, '18,19': 2, '14,18': 2, '47,48': 2, '20,33': 2, '44,43': 1, '18,14': 1, '43,42': 1, '38,39': 1, '42,41': 1, '19,18': 1, '41,40': 1, '45,44': 1, '40,39': 1, '20,19': 1, '48,47': 1, '33,20': 1, '47,46': 1, '52,37': 1, '39,33': 1, '56,52': 1, '57,56': 1, '50,49': 1, '58,57': 1, '14,0': 1, '71,58': 1, '77,71': 1, '49,48': 1, '46,45': 1, '38,37': 1}"
28,9,0.0783085823059082,12,"{'96': 7, '96,109': 2, '96,97': 1, '109,96': 1, '96,95': 1}",0.051825523376464844,12,"{'96': 7, '96,109': 2, '96,97': 1, '109,96': 1, '96,95': 1}",0.044881343841552734,12,"{'12': 7, '12,13': 2, '12,17': 1, '13,12': 1, '12,11': 1}",0.08380699157714844,64,"{'59': 8, '20': 7, '61': 5, '60,61': 4, '102,103': 2, '40,41': 2, '41,53': 2, '53,60': 2, '61,60': 2, '103,104': 2, '92,102': 2, '33,39': 2, '83,92': 2, '82,83': 2, '81,82': 2, '72,81': 2, '62,72': 2, '61,62': 2, '59,60': 2, '39,40': 2, '0,14': 2, '57,58': 2, '18,19': 2, '23,24': 2, '19,20': 2, '22,23': 2, '21,22': 2, '24,34': 2, '14,18': 2, '20,33': 2, '62,61': 1, '18,14': 1, '72,62': 1, '92,83': 1, '81,72': 1, '60,59': 1, '82,81': 1, '20,19': 1, '59,58': 1, '83,82': 1, '19,18': 1, '39,33': 1, '34,24': 1, '33,20': 1, '103,102': 1, '24,23': 1, '104,103': 1, '23,22': 1, '60,53': 1, '22,21': 1, '58,57': 1, '14,0': 1, '53,41': 1, '20,21': 1, '41,40': 1, '40,39': 1, '102,92': 1}"
28,10,0.1070554256439209,10,"{'10': 6, '9': 5, '10,11': 2, '11,10': 1, '9,10': 1}",0.04550814628601074,4,"{'114,115': 2, '115,114': 1, '114,113': 1}",0.04017758369445801,4,"{'114,115': 2, '115,114': 1, '114,113': 1}",0.10719990730285645,76,"{'62': 24, '34,43': 4, '24,34': 4, '34,24': 2, '60,61': 2, '43,44': 2, '14,18': 2, '43,34': 2, '18,19': 2, '42,43': 2, '41,42': 2, '41,53': 2, '53,60': 2, '61,62': 2, '45,46': 2, '100,110': 2, '99,100': 2, '98,99': 2, '91,98': 2, '79,91': 2, '79,80': 2, '80,81': 2, '72,81': 2, '44,45': 2, '0,14': 2, '22,23': 2, '49,55': 2, '46,47': 2, '21,22': 2, '47,48': 2, '23,24': 2, '19,20': 2, '48,49': 2, '20,21': 2, '100,99': 1, '99,98': 1, '21,20': 1, '98,91': 1, '46,45': 1, '91,79': 1, '22,21': 1, '80,79': 1, '81,80': 1, '19,18': 1, '81,72': 1, '62,72': 1, '20,19': 1, '23,22': 1, '110,100': 1, '62,61': 1, '47,46': 1, '61,60': 1, '60,53': 1, '24,23': 1, '53,41': 1, '42,41': 1, '55,49': 1, '43,42': 1, '49,48': 1, '14,0': 1, '48,47': 1, '44,43': 1, '45,44': 1, '18,14': 1}"
28,11,0.10991120338439941,11,"{'9': 7, '10': 6, '10,9': 3, '10,11': 1}",0.0544588565826416,8,"{'10': 4, '10,9': 2, '9,10': 1, '10,11': 1}",0.0455470085144043,8,"{'10': 4, '10,9': 2, '9,10': 1, '10,11': 1}",0.28638529777526855,72,"{'0': 22, '61,62': 4, '60,61': 4, '104,111': 2, '62,61': 2, '76,77': 2, '71,77': 2, '0,14': 2, '120,121': 2, '121,122': 2, '111,122': 2, '103,104': 2, '102,103': 2, '92,102': 2, '83,92': 2, '82,83': 2, '81,82': 2, '72,81': 2, '62,72': 2, '59,60': 2, '61,60': 2, '58,71': 2, '19,20': 2, '18,19': 2, '20,33': 2, '41,53': 2, '53,60': 2, '40,41': 2, '14,18': 2, '33,39': 2, '39,40': 2, '92,83': 1, '19,18': 1, '83,82': 1, '60,53': 1, '82,81': 1, '102,92': 1, '81,72': 1, '72,62': 1, '62': 1, '14,0': 1, '60,59': 1, '18,14': 1, '104,103': 1, '20,19': 1, '103,102': 1, '33,20': 1, '111,104': 1, '122,111': 1, '39,33': 1, '122,121': 1, '121,120': 1, '40,39': 1, '71,58': 1, '77,71': 1, '41,40': 1, '77,76': 1, '53,41': 1, '59,58': 1}"
28,12,0.08021807670593262,6,"{'114': 2, '114,115': 2, '115,114': 1, '114,113': 1}",0.06299161911010742,6,"{'10': 2, '10,11': 2, '11,10': 1, '10,9': 1}",0.03889727592468262,6,"{'10': 2, '10,11': 2, '11,10': 1, '10,9': 1}",0.10941696166992188,64,"{'0': 16, '43': 14, '33,39': 4, '42,43': 2, '40,41': 2, '64,65': 2, '39,40': 2, '39,33': 2, '14,18': 2, '0,14': 2, '38,39': 2, '37,38': 2, '54,64': 2, '37,52': 2, '52,56': 2, '45,54': 2, '56,57': 2, '20,33': 2, '44,45': 2, '19,20': 2, '18,19': 2, '41,42': 2, '64,54': 1, '65,64': 1, '54,45': 1, '45,44': 1, '43,44': 1, '43,42': 1, '14,0': 1, '42,41': 1, '41,40': 1, '40,39': 1, '38,37': 1, '52,37': 1, '56,52': 1, '57,56': 1, '33,20': 1, '20,19': 1, '19,18': 1, '18,14': 1, '39,38': 1}"
28,13,0.08679056167602539,6,"{'12': 3, '12,17': 1, '12,11': 1, '12,13': 1}",0.04296398162841797,6,"{'96': 3, '96,97': 1, '96,95': 1, '96,109': 1}",0.035902976989746094,6,"{'96': 3, '96,97': 1, '96,95': 1, '96,109': 1}",0.12086772918701172,62,"{'64': 10, '63': 4, '41,53': 4, '65,66': 4, '40,41': 4, '53,60': 4, '63,64': 3, '64,65': 3, '39,40': 3, '61,62': 2, '53,41': 2, '0,14': 2, '60,61': 2, '86,87': 2, '62,63': 2, '87,88': 2, '85,86': 2, '73,85': 2, '66,73': 2, '66,65': 2, '60,53': 2, '0': 2, '41,40': 2, '14,18': 2, '59,60': 2, '19,20': 2, '33,39': 2, '18,19': 2, '71,77': 2, '58,71': 2, '58,59': 2, '20,33': 2, '65,64': 1, '18,14': 1, '20,19': 1, '19,18': 1, '73,66': 1, '14,0': 1, '64,63': 1, '85,73': 1, '60,59': 1, '86,85': 1, '87,86': 1, '88,87': 1, '63,62': 1, '39,33': 1, '62,61': 1, '61,60': 1, '77,71': 1, '40,39': 1, '71,58': 1, '59,58': 1, '33,20': 1}"
28,14,0.07679128646850586,11,"{'10': 10, '9': 3, '9,10': 1}",0.04587912559509277,5,"{'114,113': 2, '114,115': 1, '114': 1, '113,114': 1}",0.034029245376586914,5,"{'10,9': 2, '10,11': 1, '10': 1, '9,10': 1}",0.1170656681060791,88,"{'53': 48, '53,60': 3, '0,14': 2, '82,83': 2, '62,72': 2, '83,92': 2, '92,102': 2, '61,62': 2, '101,102': 2, '71,77': 2, '60,61': 2, '76,77': 2, '75,76': 2, '72,81': 2, '41,53': 2, '40,41': 2, '20,33': 2, '14,18': 2, '58,71': 2, '18,19': 2, '19,20': 2, '58,59': 2, '33,39': 2, '59,60': 2, '39,40': 2, '81,82': 2, '60,59': 1, '62,61': 1, '60,53': 1, '59,58': 1, '72,62': 1, '61,60': 1, '81,72': 1, '102,101': 1, '82,81': 1, '41,40': 1, '18,14': 1, '19,18': 1, '20,19': 1, '33,20': 1, '39,33': 1, '40,39': 1, '53,41': 1, '83,82': 1, '76,75': 1, '77,76': 1, '77,71': 1, '14,0': 1, '102,92': 1, '92,83': 1, '71,58': 1}"
28,15,0.07787585258483887,8,"{'96': 5, '96,95': 1, '96,97': 1, '96,109': 1}",0.041892290115356445,8,"{'96': 5, '96,97': 1, '96,95': 1, '96,109': 1}",0.046445608139038086,8,"{'12': 5, '12,17': 1, '12,11': 1, '12,13': 1}",0.11163854598999023,62,"{'61': 15, '0': 10, '19,20': 5, '20,21': 4, '18,19': 3, '53,60': 2, '40,41': 2, '83,84': 2, '85,86': 2, '86,87': 2, '82,83': 2, '60,61': 2, '14,18': 2, '0,14': 2, '41,53': 2, '81,82': 2, '39,40': 2, '72,81': 2, '33,39': 2, '20,33': 2, '62,72': 2, '20,19': 2, '21,20': 2, '84,85': 2, '82,81': 1, '85,84': 1, '83,82': 1, '81,72': 1, '72,62': 1, '84,83': 1, '61,62': 1, '14,0': 1, '86,85': 1, '87,86': 1, '61,60': 1, '53,41': 1, '41,40': 1, '40,39': 1, '39,33': 1, '33,20': 1, '19': 1, '19,18': 1, '18,14': 1, '60,53': 1}"
28,16,0.18879175186157227,7,"{'10': 5, '10,11': 1, '10,9': 1}",0.04607987403869629,7,"{'114': 5, '114,115': 1, '114,113': 1}",0.033181190490722656,9,"{'114': 7, '114,115': 1, '114,113': 1}",0.1013326644897461,60,"{'53': 9, '0': 7, '62': 6, '72,81': 4, '80,81': 4, '79,80': 4, '60,61': 4, '61,62': 4, '62,72': 3, '53,60': 3, '41,53': 2, '81,80': 2, '80,79': 2, '79,91': 2, '91,98': 2, '0,14': 2, '98,99': 2, '14,18': 2, '81,72': 2, '40,41': 2, '39,40': 2, '61,60': 2, '33,39': 2, '20,33': 2, '19,20': 2, '18,19': 2, '62,61': 2, '72,62': 1, '14,0': 1, '60,53': 1, '98,91': 1, '91,79': 1, '18,14': 1, '53,41': 1, '41,40': 1, '40,39': 1, '39,33': 1, '33,20': 1, '20,19': 1, '19,18': 1, '99,98': 1}"
28,17,0.0856318473815918,12,"{'11': 10, '10': 8, '9': 5, '10,11': 1, '9,10': 1}",0.04448056221008301,6,"{'10': 4, '10,11': 1, '10,9': 1}",0.0368952751159668,7,"{'114': 5, '114,115': 1, '114,113': 1}",0.12918472290039062,103,"{'39': 21, '0': 20, '61': 12, '53,60': 4, '40,41': 4, '41,53': 4, '20,33': 4, '60,61': 4, '39,40': 4, '83,92': 2, '92,102': 2, '102,103': 2, '103,104': 2, '82,83': 2, '111,122': 2, '61,60': 2, '81,82': 2, '72,81': 2, '60,53': 2, '0,14': 2, '3,4': 2, '62,72': 2, '41,40': 2, '104,111': 2, '53,41': 2, '40,39': 2, '21,22': 2, '14,18': 2, '39,33': 2, '19,20': 2, '15,22': 2, '4,15': 2, '33,20': 2, '20,21': 2, '33,39': 2, '18,19': 2, '61,62': 1, '72,62': 1, '18,14': 1, '81,72': 1, '15,4': 1, '82,81': 1, '14,0': 1, '83,82': 1, '103,102': 1, '92,83': 1, '102,92': 1, '19,18': 1, '104,103': 1, '20,19': 1, '111,104': 1, '122,111': 1, '22,15': 1, '22,21': 1, '21,20': 1, '4,3': 1}"
