cost,depth,tqc3TT,tqc3Depth,tqc3Qubits,tqc2TT,tqc2Depth,tqc2Qubits,tqc1TT,tqc1Depth,tqc1Qubits,tqc0TT,tqc0Depth,tqc0Qubits
36,22,0.0625314712524414,8,"{'96': 5, '96,97': 1, '96,95': 1, '96,109': 1}",0.0407564640045166,8,"{'96': 5, '96,97': 1, '96,95': 1, '96,109': 1}",0.035428524017333984,10,"{'12': 7, '12,17': 1, '12,11': 1, '12,13': 1}",0.13012933731079102,77,"{'6': 13, '2': 5, '5,6': 4, '4,5': 4, '3,4': 4, '2,3': 3, '0': 3, '73,85': 2, '108,112': 2, '22,23': 2, '23,24': 2, '0,1': 2, '34,43': 2, '43,44': 2, '44,45': 2, '45,54': 2, '107,108': 2, '66,73': 2, '106,107': 2, '93,106': 2, '15,22': 2, '64,65': 2, '86,87': 2, '65,66': 2, '85,86': 2, '87,93': 2, '24,34': 2, '54': 2, '27,28': 2, '6,5': 2, '4,15': 2, '26,27': 2, '5,4': 2, '16,26': 2, '4,3': 2, '8,16': 2, '7,8': 2, '1,2': 2, '2,1': 1, '85,73': 1, '73,66': 1, '86,85': 1, '3,2': 1, '87,86': 1, '66,65': 1, '93,87': 1, '1,0': 1, '65,64': 1, '54,64': 1, '106,93': 1, '15,4': 1, '107,106': 1, '16,8': 1, '22,15': 1, '6,7': 1, '23,22': 1, '8,7': 1, '24,23': 1, '34,24': 1, '43,34': 1, '28,27': 1, '44,43': 1, '26,16': 1, '45,44': 1, '54,45': 1, '27,26': 1, '112,108': 1, '108,107': 1}"
36,23,0.07385683059692383,11,"{'114': 10, '113': 3, '113,114': 1}",0.043939828872680664,5,"{'9': 4, '9,10': 1}",0.04238271713256836,6,"{'9': 5, '9,10': 1}",0.13082623481750488,65,"{'0': 34, '4': 18, '24,34': 2, '22,23': 2, '2,3': 2, '3,4': 2, '15,22': 2, '0,1': 2, '1,2': 2, '23,24': 2, '4,15': 1, '22,15': 1, '23,22': 1, '1,0': 1, '24,23': 1, '4,3': 1, '3,2': 1, '2,1': 1, '34,24': 1}"
36,24,0.08359432220458984,9,"{'96': 6, '95': 4, '96,97': 1, '95,96': 1, '96,109': 1}",0.04321551322937012,5,"{'96': 2, '96,97': 1, '96,95': 1, '96,109': 1}",0.03342294692993164,5,"{'12': 2, '12,11': 1, '12,17': 1, '12,13': 1}",0.1376657485961914,106,"{'72': 32, '0': 12, '54': 4, '54,64': 3, '72,81': 3, '80,81': 2, '82,83': 2, '98,99': 2, '64,65': 2, '91,98': 2, '79,91': 2, '65,66': 2, '79,80': 2, '112,126': 2, '0,1': 2, '66,73': 2, '108,112': 2, '107,108': 2, '73,85': 2, '106,107': 2, '93,106': 2, '85,86': 2, '87,93': 2, '86,87': 2, '45,54': 2, '44,45': 2, '62,63': 2, '1,2': 2, '2,3': 2, '3,4': 2, '4,15': 2, '15,22': 2, '62,72': 2, '23,24': 2, '22,23': 2, '24,34': 2, '34,43': 2, '63,64': 2, '43,44': 2, '73,66': 1, '63,62': 1, '64,54': 1, '66,65': 1, '64,63': 1, '72,62': 1, '85,73': 1, '65,64': 1, '86,85': 1, '81,72': 1, '81,82': 1, '87,86': 1, '81,80': 1, '93,87': 1, '44,43': 1, '1,0': 1, '2,1': 1, '3,2': 1, '4,3': 1, '15,4': 1, '22,15': 1, '23,22': 1, '24,23': 1, '34,24': 1, '43,34': 1, '45,44': 1, '106,93': 1, '54,45': 1, '83,82': 1, '99,98': 1, '98,91': 1, '91,79': 1, '80,79': 1, '126,112': 1, '112,108': 1, '108,107': 1, '107,106': 1, '81': 1}"
36,25,0.09993720054626465,15,"{'115': 10, '114': 9, '113': 4, '114,115': 1, '113,114': 1}",0.05109238624572754,5,"{'114': 3, '114,115': 1, '114,113': 1}",0.033908843994140625,5,"{'10': 3, '10,11': 1, '10,9': 1}",0.310788631439209,132,"{'35': 52, '40': 23, '0': 10, '43,44': 4, '44,45': 4, '41,42': 4, '46,47': 4, '42,43': 4, '45,46': 4, '40,41': 3, '39,40': 2, '47,48': 2, '47,46': 2, '46,45': 2, '10,11': 2, '45,44': 2, '20,33': 2, '44,43': 2, '43,42': 2, '42,41': 2, '35,47': 2, '9,10': 2, '33,39': 2, '18,19': 2, '28,29': 2, '11,12': 2, '29,30': 2, '17,30': 2, '19,20': 2, '0,14': 2, '12,17': 2, '14,18': 2, '17,12': 1, '35,28': 1, '47,35': 1, '41,40': 1, '10,9': 1, '12,11': 1, '14,0': 1, '29,28': 1, '18,14': 1, '33,20': 1, '19,18': 1, '20,19': 1, '30,17': 1, '48,47': 1, '40,39': 1, '30,29': 1, '11,10': 1, '39,33': 1}"
36,26,0.08377528190612793,11,"{'11': 10, '10': 5, '10,11': 1, '10,9': 1}",0.04388618469238281,8,"{'114': 6, '114,115': 1, '114,113': 1}",0.03346395492553711,10,"{'10': 8, '10,11': 1, '10,9': 1}",0.15269231796264648,81,"{'20': 20, '71': 15, '0': 5, '14,18': 2, '20,33': 2, '58,71': 2, '100,110': 2, '57,58': 2, '56,57': 2, '99,100': 2, '52,56': 2, '0,14': 2, '37,52': 2, '37,38': 2, '98,99': 2, '38,39': 2, '33,39': 2, '110,118': 2, '91,98': 2, '23,24': 2, '79,91': 2, '18,19': 2, '19,20': 2, '24,34': 2, '77,78': 2, '118,119': 2, '22,23': 2, '78,79': 2, '21,22': 2, '100,99': 1, '79,78': 1, '78,77': 1, '110,100': 1, '99,98': 1, '71,77': 1, '91,79': 1, '118,110': 1, '98,91': 1, '56,52': 1, '119,118': 1, '71,58': 1, '19,18': 1, '20,19': 1, '34,24': 1, '24,23': 1, '23,22': 1, '22,21': 1, '20,21': 1, '14,0': 1, '33,20': 1, '39,33': 1, '39,38': 1, '38,37': 1, '18,14': 1, '57,56': 1, '58,57': 1, '52,37': 1}"
36,27,0.08294296264648438,11,"{'10': 10, '9': 5, '9,10': 1}",0.05735158920288086,5,"{'9': 4, '9,10': 1}",0.03892803192138672,6,"{'113': 5, '113,114': 1}",0.15288209915161133,122,"{'0': 97, '19': 15, '0,14': 2, '14,18': 2, '18,19': 2, '22,23': 2, '21,22': 2, '20,21': 2, '14,0': 1, '18,14': 1, '19,18': 1, '23,22': 1, '22,21': 1, '21,20': 1, '19,20': 1}"
36,28,0.08874726295471191,11,"{'11': 10, '10': 2, '10,11': 1, '10,9': 1}",0.04992818832397461,4,"{'10': 2, '10,11': 1, '10,9': 1}",0.04553842544555664,4,"{'10': 2, '10,11': 1, '10,9': 1}",0.3046584129333496,72,"{'19': 27, '0': 6, '19,20': 3, '38,39': 2, '37,52': 2, '0,14': 2, '56,57': 2, '57,58': 2, '110,118': 2, '100,110': 2, '99,100': 2, '98,99': 2, '91,98': 2, '79,91': 2, '78,79': 2, '77,78': 2, '71,77': 2, '37,38': 2, '52,56': 2, '20,21': 2, '33,39': 2, '21,22': 2, '20,33': 2, '14,18': 2, '18,19': 2, '22,23': 2, '39,33': 1, '19,18': 1, '98,91': 1, '18,14': 1, '91,79': 1, '79,78': 1, '78,77': 1, '14,0': 1, '77,71': 1, '58,71': 1, '99,98': 1, '110,100': 1, '100,99': 1, '23,22': 1, '118,110': 1, '22,21': 1, '58,57': 1, '57,56': 1, '21,20': 1, '56,52': 1, '20,19': 1, '52,37': 1, '38,37': 1, '33,20': 1, '39,38': 1, '58': 1}"
36,29,0.041857004165649414,3,{113: 3},0.03843331336975098,3,{109: 3},0.028922319412231445,3,{0: 3},0.02120661735534668,123,{0: 123}
36,30,0.04016232490539551,0,{},0.03975677490234375,0,{},0.02917003631591797,0,{},0.02291083335876465,58,{0: 58}
36,31,0.07441377639770508,11,"{'114': 10, '113': 4, '113,114': 1}",0.04126882553100586,4,"{'113': 3, '113,114': 1}",0.032913923263549805,4,"{'9': 3, '9,10': 1}",0.15472817420959473,124,"{'16': 84, '0': 12, '10,11': 2, '6,7': 2, '8,16': 2, '29,30': 2, '11,12': 2, '1,2': 2, '0,1': 2, '9,10': 2, '28,29': 2, '7,8': 2, '17,30': 2, '12,17': 2, '27,28': 2, '5,6': 2, '4,5': 2, '26,27': 2, '3,4': 2, '2,3': 2, '28,27': 1, '30,29': 1, '27,26': 1, '16,26': 1, '30,17': 1, '29,28': 1, '1,0': 1, '17,12': 1, '16,8': 1, '12,11': 1, '10,9': 1, '8,7': 1, '7,6': 1, '6,5': 1, '5,4': 1, '4,3': 1, '3,2': 1, '2,1': 1, '11,10': 1}"
36,32,0.041002511978149414,0,{},0.04406261444091797,0,{},0.025941133499145508,0,{},0.02293682098388672,48,{0: 48}
36,33,0.03873848915100098,3,{13: 3},0.03214526176452637,3,{13: 3},0.031241893768310547,3,{0: 3},0.022254228591918945,83,{0: 83}
36,34,0.19672107696533203,1,{109: 1},0.03590559959411621,1,{13: 1},0.03354454040527344,1,{0: 1},0.02218461036682129,74,{0: 74}
36,35,0.05162239074707031,3,{13: 3},0.040621280670166016,3,{109: 3},0.027927875518798828,3,{0: 3},0.025930166244506836,65,{0: 65}
37,5,0.15852689743041992,9,"{'64,54': 2, '45,54': 2, '64,65': 2, '54,45': 1, '65,64': 1, '64,63': 1}",0.11818146705627441,94,"{'64,65': 8, '65,66': 5, '49,55': 4, '28,35': 4, '67,68': 4, '66,67': 4, '63,64': 4, '62,63': 4, '61,62': 4, '45,46': 4, '45,54': 4, '54,64': 4, '65,64': 4, '47,35': 3, '35,47': 3, '55,68': 3, '47,48': 2, '48,49': 2, '55,49': 2, '47,46': 2, '46,45': 2, '54,45': 2, '9,10': 2, '68,55': 2, '67,66': 2, '64,63': 2, '63,62': 2, '62,61': 2, '75,90': 2, '75,76': 2, '76,77': 2, '71,77': 2, '58,71': 2, '58,59': 2, '59,60': 2, '61,60': 2, '68,67': 2, '64,54': 2, '66,65': 2, '69,70': 2, '10,11': 2, '11,12': 2, '8,16': 2, '12,17': 2, '16,26': 2, '26,27': 2, '29,30': 2, '28,29': 2, '35,28': 2, '27,28': 2, '17,30': 2, '46,47': 2, '68,69': 2, '84,85': 2, '73,85': 2, '66,73': 2, '60,59': 1, '11,10': 1, '59,58': 1, '76,75': 1, '71,58': 1, '12,11': 1, '60,61': 1, '77,71': 1, '85,73': 1, '77,76': 1, '16,8': 1, '10,9': 1, '49,48': 1, '28,27': 1, '17,12': 1, '85,84': 1, '26,16': 1, '27,26': 1, '73,66': 1, '30,17': 1, '69,68': 1, '30,29': 1, '29,28': 1, '48,47': 1, '70,69': 1, '90,75': 1}",0.11696004867553711,91,"{'48,49': 6, '47,48': 6, '62,63': 4, '67,68': 4, '66,67': 4, '68,69': 4, '46,47': 4, '45,46': 4, '45,54': 4, '28,35': 4, '63,64': 4, '54,64': 4, '55,68': 4, '64,65': 4, '49,55': 3, '49,48': 3, '48,47': 3, '47,35': 3, '59,60': 2, '65,64': 2, '62,61': 2, '35,47': 2, '60,61': 2, '69,68': 2, '75,90': 2, '63,62': 2, '58,59': 2, '46,45': 2, '58,71': 2, '71,77': 2, '54,45': 2, '68,55': 2, '64,54': 2, '76,77': 2, '64,63': 2, '75,76': 2, '47,46': 2, '9,10': 2, '68,67': 2, '69,70': 2, '12,17': 2, '26,27': 2, '17,30': 2, '29,30': 2, '8,16': 2, '28,29': 2, '35,28': 2, '27,28': 2, '66,73': 2, '73,85': 2, '10,11': 2, '67,66': 2, '84,85': 2, '16,26': 2, '11,12': 2, '60,59': 1, '61,62': 1, '59,58': 1, '11,10': 1, '16,8': 1, '17,12': 1, '71,58': 1, '12,11': 1, '77,71': 1, '61,60': 1, '27,26': 1, '77,76': 1, '76,75': 1, '26,16': 1, '90,75': 1, '55,49': 1, '30,17': 1, '30,29': 1, '29,28': 1, '28,27': 1, '70,69': 1, '85,84': 1, '85,73': 1, '73,66': 1, '10,9': 1, '65,66': 1}",0.08585190773010254,90,"{'37,52': 4, '45,46': 4, '38,39': 4, '37,38': 4, '61,62': 4, '64,65': 4, '46,47': 4, '66,67': 2, '81,82': 2, '58,71': 2, '62,72': 2, '67,68': 2, '90,94': 2, '75,90': 2, '55,68': 2, '75,76': 2, '52,37': 2, '76,77': 2, '71,77': 2, '11,12': 2, '42,43': 2, '56,57': 2, '39,40': 2, '40,41': 2, '41,53': 2, '53,60': 2, '60,61': 2, '62,61': 2, '62,63': 2, '63,64': 2, '65,64': 2, '54,64': 2, '45,54': 2, '35,47': 2, '35,28': 2, '57,58': 2, '72,81': 2, '38,37': 2, '12,17': 2, '18,19': 2, '39,38': 2, '20,33': 2, '47,48': 2, '14,18': 2, '17,30': 2, '33,39': 2, '19,20': 2, '47,46': 2, '46,45': 2, '28,29': 2, '44,45': 2, '29,30': 2, '0,14': 2, '43,44': 2, '53,41': 1, '60,53': 1, '61,60': 1, '20,19': 1, '30,17': 1, '43,42': 1, '19,18': 1, '63,62': 1, '64,63': 1, '41,40': 1, '18,14': 1, '65,66': 1, '17,12': 1, '64,54': 1, '54,45': 1, '14,0': 1, '47,35': 1, '41,42': 1, '57,56': 1, '30,29': 1, '40,39': 1, '45,44': 1, '68,55': 1, '68,67': 1, '67,66': 1, '82,81': 1, '12,11': 1, '81,72': 1, '48,47': 1, '72,62': 1, '94,90': 1, '90,75': 1, '76,75': 1, '39,33': 1, '77,76': 1, '77,71': 1, '33,20': 1, '71,58': 1, '58,57': 1, '29,28': 1, '44,43': 1, '52,56': 1, '28,35': 1}"
37,6,0.07168006896972656,14,"{'12': 5, '12,17': 2, '12,11': 2, '12,13': 2, '17,12': 1, '11,12': 1, '13,12': 1}",0.04376816749572754,14,"{'12': 5, '12,17': 2, '12,11': 2, '12,13': 2, '17,12': 1, '11,12': 1, '13,12': 1}",0.030846357345581055,14,"{'96': 5, '96,97': 2, '96,95': 2, '96,109': 2, '97,96': 1, '95,96': 1, '109,96': 1}",0.0830230712890625,50,"{'24,34': 6, '42,43': 4, '4,15': 4, '15,22': 4, '22,23': 4, '23,24': 4, '43,34': 3, '34,43': 3, '34,24': 3, '4': 3, '58,71': 2, '58,59': 2, '71,77': 2, '59,60': 2, '76,77': 2, '53,60': 2, '43,42': 2, '41,53': 2, '42,41': 2, '0,1': 2, '2,3': 2, '22,15': 2, '23,22': 2, '24,23': 2, '1,2': 2, '3,4': 2, '15,4': 2, '1,0': 1, '42': 1, '41,42': 1, '53,41': 1, '2,1': 1, '60,53': 1, '59,58': 1, '60,59': 1, '3,2': 1, '71,58': 1, '4,3': 1, '77,71': 1, '77,76': 1, '43': 1}"
37,7,0.07235169410705566,8,"{'114,115': 2, '114': 2, '114,113': 2, '115,114': 1, '113,114': 1}",0.04688000679016113,11,"{'12,17': 2, '12': 2, '12,11': 2, '12,13': 2, '17,12': 1, '11,12': 1, '13,12': 1}",0.035428762435913086,11,"{'96,97': 2, '96': 2, '96,95': 2, '96,109': 2, '97,96': 1, '95,96': 1, '109,96': 1}",0.07884621620178223,55,"{'23,24': 4, '3,4': 4, '24,34': 4, '34,43': 4, '4,15': 4, '2,3': 4, '2': 3, '72,81': 2, '62,72': 2, '81,82': 2, '62,63': 2, '82,83': 2, '83,92': 2, '54,64': 2, '45,54': 2, '44,45': 2, '43,44': 2, '24,23': 2, '34,24': 2, '64,63': 2, '43,34': 2, '0,1': 2, '15,22': 2, '1,2': 2, '41,42': 2, '15,4': 2, '41,53': 2, '4,3': 2, '22,23': 2, '3,2': 2, '42,43': 2, '43,42': 1, '63,62': 1, '2,1': 1, '72,62': 1, '81,72': 1, '82,81': 1, '83,82': 1, '22,15': 1, '92,83': 1, '64,54': 1, '54,45': 1, '23,22': 1, '45,44': 1, '44,43': 1, '53,41': 1, '23': 1, '1,0': 1, '42,41': 1, '63,64': 1}"
37,8,0.33634471893310547,48,"{'72': 6, '81': 6, '78': 3, '64,63': 2, '45,54': 2, '63,62': 2, '78,77': 2, '62,72': 2, '72,81': 2, '80,81': 2, '54,64': 2, '45,46': 2, '79,80': 2, '78,79': 2, '46,47': 2, '71,77': 2, '54,45': 1, '45,44': 1, '64,54': 1, '72,62': 1, '64,65': 1, '63,64': 1, '62,63': 1, '81,80': 1, '80,79': 1, '79,78': 1, '77,71': 1, '47,46': 1}",0.1540231704711914,108,"{'27,28': 6, '46,47': 6, '54,64': 6, '26,27': 6, '45,54': 5, '29,30': 4, '17,30': 4, '25,26': 4, '35,47': 4, '12,17': 4, '24,34': 4, '44,45': 4, '43,44': 4, '24,25': 4, '25,24': 3, '27,26': 3, '28,27': 3, '34,43': 3, '28,29': 3, '64,54': 3, '64': 3, '45,46': 3, '47,46': 3, '53,60': 2, '41,53': 2, '41,42': 2, '59,60': 2, '58,59': 2, '58,71': 2, '42,43': 2, '71,77': 2, '76,77': 2, '9,10': 2, '43,34': 2, '44,43': 2, '45,44': 2, '75,90': 2, '54,45': 2, '46,45': 2, '47,35': 2, '28,35': 2, '35,28': 2, '63,64': 2, '75,76': 2, '65,66': 2, '62,72': 2, '47,48': 2, '23,24': 2, '34,24': 2, '26,25': 2, '62,63': 2, '30,29': 2, '30,17': 2, '85,86': 2, '22,23': 2, '73,85': 2, '15,22': 2, '17,12': 2, '66,73': 2, '11,12': 2, '10,11': 2, '22,15': 1, '64,65': 1, '23,22': 1, '12,11': 1, '29,28': 1, '11,10': 1, '24,23': 1, '66,65': 1, '48,47': 1, '86,85': 1, '90,75': 1, '73,66': 1, '76,75': 1, '77,76': 1, '85,73': 1, '77,71': 1, '71,58': 1, '59,58': 1, '43,42': 1, '60,59': 1, '63,62': 1, '60,53': 1, '53,41': 1, '72,62': 1, '42,41': 1, '10,9': 1, '64,63': 1}",0.14158272743225098,104,"{'54,64': 6, '45,46': 6, '46,47': 6, '35,47': 4, '64,65': 4, '28,35': 4, '28,29': 4, '29,30': 4, '24,34': 4, '23,24': 4, '17,30': 4, '72,81': 4, '41,42': 4, '12,17': 4, '42,43': 4, '62,72': 4, '65': 3, '64,54': 3, '46,45': 3, '54,45': 3, '45,54': 3, '35,28': 3, '47,46': 3, '81,72': 2, '63,64': 2, '65,64': 2, '62,63': 2, '27,28': 2, '72,62': 2, '9,10': 2, '26,27': 2, '25,26': 2, '79,80': 2, '25,24': 2, '24,25': 2, '34,24': 2, '34,43': 2, '43,34': 2, '43,42': 2, '42,41': 2, '61,62': 2, '60,61': 2, '53,60': 2, '80,81': 2, '78,79': 2, '75,90': 2, '17,12': 2, '30,29': 2, '47,48': 2, '30,17': 2, '24,23': 2, '85,86': 2, '22,23': 2, '73,85': 2, '66,73': 2, '15,22': 2, '29,28': 2, '47,35': 2, '11,12': 2, '75,76': 2, '76,77': 2, '77,78': 2, '10,11': 2, '12,11': 1, '22,15': 1, '62,61': 1, '23,22': 1, '11,10': 1, '61,60': 1, '60,53': 1, '79,78': 1, '28,27': 1, '26,25': 1, '90,75': 1, '80,79': 1, '78,77': 1, '81,80': 1, '77,76': 1, '76,75': 1, '63,62': 1, '64,63': 1, '27,26': 1, '73,66': 1, '85,73': 1, '86,85': 1, '65,66': 1, '48,47': 1, '10,9': 1, '41,53': 1}",0.11047577857971191,106,"{'41,53': 12, '20,33': 8, '60,61': 8, '53,60': 7, '40,41': 7, '33,39': 6, '39,40': 6, '53,41': 6, '72,81': 6, '62,72': 6, '61,62': 5, '39,33': 4, '0,14': 4, '61,60': 4, '60,53': 4, '41,42': 4, '20,21': 4, '21,22': 4, '33,20': 4, '81,82': 4, '14,18': 4, '18,19': 4, '19,20': 4, '72,62': 3, '61': 3, '81,72': 3, '41,40': 3, '40,39': 3, '16,26': 2, '62,61': 2, '82,83': 2, '25,26': 2, '28,29': 2, '20,19': 2, '24,25': 2, '42,41': 2, '80,81': 2, '22,21': 2, '18,14': 2, '19,18': 2, '21,20': 2, '23,24': 2, '82,81': 2, '14,0': 2, '42,43': 2, '46,47': 2, '35,47': 2, '43,44': 2, '30,31': 2, '44,45': 2, '28,35': 2, '29,30': 2, '22,23': 1, '43,42': 1, '44,43': 1, '45,44': 1, '83,82': 1, '26,16': 1, '81,80': 1, '29,28': 1, '26,25': 1, '25,24': 1, '47,46': 1, '47,35': 1, '24,23': 1, '31,30': 1, '35,28': 1, '30,29': 1, '45,46': 1}"
37,9,0.4467153549194336,25,"{'54,64': 4, '45,54': 3, '45,44': 2, '64,54': 2, '64,65': 2, '45': 2, '44,45': 2, '43,44': 2, '43,34': 2, '24,34': 2, '65,64': 1, '44,43': 1, '34,24': 1, '43': 1, '43,42': 1}",0.201643705368042,148,"{'54,64': 6, '64,65': 6, '65,66': 6, '24,34': 6, '45,54': 6, '42,43': 4, '78,79': 4, '58,59': 4, '59,60': 4, '44,45': 4, '53,60': 4, '43,44': 4, '41,42': 4, '41,53': 4, '34,43': 4, '63,64': 4, '24,25': 4, '54,45': 3, '43,34': 3, '34,24': 3, '64,54': 3, '66,65': 3, '65,64': 3, '110,118': 2, '99,100': 2, '100,110': 2, '64,63': 2, '113,114': 2, '55,68': 2, '67,68': 2, '71,77': 2, '117,118': 2, '116,117': 2, '114,115': 2, '58,71': 2, '9,10': 2, '98,99': 2, '102,103': 2, '83,92': 2, '83,84': 2, '84,85': 2, '85,86': 2, '86,87': 2, '87,93': 2, '93,106': 2, '106,107': 2, '107,108': 2, '108,112': 2, '112,126': 2, '103,104': 2, '91,98': 2, '104,111': 2, '111,122': 2, '66,73': 2, '44,43': 2, '45,44': 2, '66': 2, '62,72': 2, '72,81': 2, '80,81': 2, '79,80': 2, '79,91': 2, '79,78': 2, '115,116': 2, '26,27': 2, '60,59': 2, '12,17': 2, '49,55': 2, '17,30': 2, '49,50': 2, '45,46': 2, '19,20': 2, '46,47': 2, '20,21': 2, '35,47': 2, '21,22': 2, '23,24': 2, '27,28': 2, '22,23': 2, '28,29': 2, '29,30': 2, '59,58': 2, '18,19': 2, '43,42': 2, '53,41': 2, '25,26': 2, '60,53': 2, '42,41': 2, '26,25': 2, '10,11': 2, '11,12': 2, '25,24': 2, '21,20': 1, '104,103': 1, '84,83': 1, '111,104': 1, '12,11': 1, '22,21': 1, '103,102': 1, '73,66': 1, '92,83': 1, '23,22': 1, '122,111': 1, '126,112': 1, '11,10': 1, '86,85': 1, '20,19': 1, '112,108': 1, '85,84': 1, '108,107': 1, '19,18': 1, '107,106': 1, '73,85': 1, '106,93': 1, '17,12': 1, '85,73': 1, '93,87': 1, '87,86': 1, '43': 1, '24,23': 1, '30,17': 1, '30,29': 1, '50,49': 1, '100,99': 1, '110,100': 1, '55,49': 1, '118,110': 1, '118,117': 1, '117,116': 1, '116,115': 1, '10,9': 1, '115,114': 1, '114,113': 1, '77,71': 1, '71,58': 1, '68,67': 1, '68,55': 1, '99,98': 1, '98,91': 1, '46,45': 1, '27,26': 1, '66,67': 1, '29,28': 1, '28,27': 1, '62,63': 1, '63,62': 1, '72,62': 1, '81,72': 1, '91,79': 1, '81,80': 1, '47,35': 1, '80,79': 1, '77,78': 1, '78,77': 1, '47,46': 1, '92,102': 1}",0.14388346672058105,151,"{'45,54': 8, '64,65': 6, '66,67': 6, '65,66': 6, '54,64': 6, '73,85': 4, '63,64': 4, '62,63': 4, '44,45': 4, '64,54': 4, '43,44': 4, '54,45': 4, '45,46': 4, '84,85': 4, '92,102': 4, '28,35': 4, '66,73': 4, '55,68': 4, '35,47': 4, '49,55': 4, '83,84': 4, '83,92': 3, '66,65': 3, '65,64': 3, '67,66': 3, '67,68': 3, '85,84': 2, '116,117': 2, '84,83': 2, '85,73': 2, '73,66': 2, '113,114': 2, '114,115': 2, '115,116': 2, '101,102': 2, '117,118': 2, '111,122': 2, '86,87': 2, '87,93': 2, '93,106': 2, '106,107': 2, '107,108': 2, '108,112': 2, '112,126': 2, '103,104': 2, '104,111': 2, '44,43': 2, '110,118': 2, '45,44': 2, '67': 2, '62,72': 2, '72,81': 2, '81,82': 2, '82,83': 2, '102,92': 2, '100,101': 2, '100,110': 2, '68,55': 2, '9,10': 2, '12,17': 2, '24,34': 2, '59,60': 2, '21,22': 2, '58,59': 2, '47,35': 2, '18,19': 2, '35,28': 2, '28,29': 2, '11,12': 2, '19,20': 2, '49,50': 2, '29,30': 2, '17,30': 2, '20,21': 2, '23,24': 2, '60,61': 2, '22,23': 2, '63,62': 2, '64,63': 2, '10,11': 2, '46,47': 2, '48,49': 2, '47,46': 2, '46,45': 2, '47,48': 2, '61,62': 2, '55,49': 2, '43': 1, '87,86': 1, '20,19': 1, '43,34': 1, '85,86': 1, '92,83': 1, '21,20': 1, '122,111': 1, '106,93': 1, '19,18': 1, '111,104': 1, '11,10': 1, '104,103': 1, '126,112': 1, '17,12': 1, '112,108': 1, '93,87': 1, '108,107': 1, '12,11': 1, '107,106': 1, '50,49': 1, '82,81': 1, '22,21': 1, '23,22': 1, '49,48': 1, '68,67': 1, '48,47': 1, '10,9': 1, '62,61': 1, '114,113': 1, '61,60': 1, '115,114': 1, '116,115': 1, '60,59': 1, '117,116': 1, '118,117': 1, '59,58': 1, '118,110': 1, '110,100': 1, '101,100': 1, '102,101': 1, '34,24': 1, '29,28': 1, '83,82': 1, '30,29': 1, '81,72': 1, '30,17': 1, '72,62': 1, '24,23': 1, '102,103': 1}",0.10389971733093262,118,"{'44,45': 8, '43,44': 8, '54,64': 7, '34,43': 6, '65,66': 6, '45,54': 6, '64,65': 6, '43': 5, '44,43': 4, '41,53': 4, '86,87': 4, '85,86': 4, '73,85': 4, '41,42': 4, '45,44': 4, '24,34': 4, '54,45': 4, '64,54': 3, '40,41': 3, '43,34': 3, '66,65': 3, '65,64': 3, '66,73': 3, '112,126': 2, '86,85': 2, '81,82': 2, '72,81': 2, '62,72': 2, '62,63': 2, '63,64': 2, '34,24': 2, '85,73': 2, '87,86': 2, '83,92': 2, '87,93': 2, '93,106': 2, '106,107': 2, '107,108': 2, '104,111': 2, '103,104': 2, '102,103': 2, '92,102': 2, '108,112': 2, '0,14': 2, '43,42': 2, '58,59': 2, '39,40': 2, '20,33': 2, '42,43': 2, '76,77': 2, '22,23': 2, '21,22': 2, '71,77': 2, '58,71': 2, '33,39': 2, '19,20': 2, '53,60': 2, '18,19': 2, '42,41': 2, '59,60': 2, '53,41': 2, '14,18': 2, '63,62': 1, '82,81': 1, '23,22': 1, '81,72': 1, '22,21': 1, '18,14': 1, '19,18': 1, '20,19': 1, '24,23': 1, '24': 1, '72,62': 1, '73,66': 1, '64,63': 1, '33,20': 1, '106,93': 1, '39,33': 1, '102,92': 1, '41,40': 1, '14,0': 1, '60,53': 1, '60,59': 1, '111,104': 1, '104,103': 1, '59,58': 1, '103,102': 1, '71,58': 1, '93,87': 1, '92,83': 1, '126,112': 1, '77,71': 1, '112,108': 1, '108,107': 1, '77,76': 1, '107,106': 1, '40,39': 1, '82,83': 1}"
